"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,2,1,3,1,2,1,3,2,2
"2",3,2,3,1,3,1,1,3,2,1
"3",3,1,2,3,1,2,2,1,1,3
"4",2,2,2,2,1,2,1,1,3,1
"5",3,2,1,1,1,3,2,1,3,2
"6",1,2,1,2,2,3,2,1,1,3
"7",1,2,2,3,3,1,3,3,1,1
"8",2,3,3,2,1,2,1,3,1,3
"9",2,1,3,3,1,1,2,3,3,2
"10",1,2,3,1,3,3,2,2,3,3
"11",1,3,1,1,3,2,1,2,3,1
"12",1,3,3,2,2,1,2,2,1,1
"13",2,1,1,2,2,3,1,3,1,1
"14",2,3,2,2,3,1,3,1,3,3
"15",3,1,2,1,1,1,3,2,3,1
"16",1,2,3,2,1,1,3,1,2,2
"17",2,2,3,3,2,3,2,3,3,1
"18",3,3,3,3,3,2,2,1,3,2
"19",3,3,1,1,2,2,3,3,2,2
"20",1,3,1,1,1,1,2,2,2,3
"21",2,1,1,3,1,3,3,2,2,3
"22",2,3,2,3,2,1,1,3,3,3
"23",1,1,2,1,1,3,2,3,1,1
"24",1,1,2,1,2,1,1,1,3,2
"25",1,2,2,3,3,3,1,1,2,3
"26",2,1,1,2,3,1,2,3,2,2
"27",2,2,2,2,3,2,2,2,2,1
"28",2,3,1,3,3,3,3,2,1,2
"29",1,1,3,3,3,2,1,2,1,2
"30",2,1,1,1,3,1,1,1,1,3
"31",3,1,3,2,2,3,1,2,3,3
"32",3,3,2,3,1,3,1,2,2,1
"33",3,1,3,2,3,3,3,1,2,1
"34",3,3,2,1,3,3,2,3,1,3
"35",3,3,1,3,2,1,2,1,2,1
"36",1,1,1,3,2,2,3,1,3,1
"37",2,3,3,1,2,3,1,1,2,2
"38",3,2,3,3,2,1,3,2,1,3
"39",2,3,3,1,1,2,3,1,1,1
"40",3,2,1,2,3,2,3,3,3,3
"41",3,2,1,2,1,1,1,2,1,2
"42",1,1,3,1,2,2,3,3,2,3
"43",3,1,2,2,2,2,2,2,2,2
"44",2,2,2,1,2,2,3,2,1,2
"45",1,3,2,2,1,3,3,3,3,2
