"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",5,4,2,1,5,1,4,3,3,4,1
"2",2,3,1,4,5,3,5,1,2,2,2
"3",2,3,2,2,3,4,4,4,5,1,1
"4",3,1,5,1,4,4,4,2,1,3,2
"5",1,4,3,3,4,5,5,4,1,5,4
"6",5,4,5,4,3,2,2,1,1,3,4
"7",1,3,1,4,1,2,4,5,3,3,5
"8",1,5,5,3,4,2,1,3,3,2,1
"9",3,5,2,4,3,1,2,5,5,5,2
"10",3,4,5,5,1,3,5,4,4,2,2
"11",5,1,2,3,2,3,3,5,1,2,1
"12",1,4,4,1,2,5,1,5,5,3,3
"13",3,5,1,3,2,4,1,3,1,4,5
"14",4,2,4,3,4,1,5,3,2,1,5
"15",4,5,1,2,2,2,5,2,4,3,3
"16",5,5,4,4,5,4,4,5,3,1,3
"17",3,1,3,5,5,1,1,4,4,3,4
"18",1,2,2,2,5,4,2,2,4,2,5
"19",2,1,1,1,3,3,1,1,3,5,3
"20",5,2,1,5,4,5,3,3,5,3,2
"21",5,2,3,3,1,2,1,2,5,1,3
"22",2,1,5,4,2,5,2,3,3,1,4
"23",5,3,5,1,1,3,3,3,4,5,5
"24",3,3,4,1,2,1,4,1,5,2,4
"25",4,2,2,5,1,4,4,2,2,5,4
"26",4,3,4,3,5,5,2,1,4,5,2
"27",1,4,2,5,3,1,3,2,1,1,3
"28",4,3,4,5,3,4,1,4,2,4,1
"29",2,2,3,2,1,1,2,4,1,4,2
"30",1,1,4,4,2,2,5,2,4,4,1
"31",4,1,3,2,3,5,5,5,3,4,5
"32",4,4,1,1,4,3,2,4,2,1,4
"33",3,5,3,2,1,5,3,1,2,2,1
"34",2,5,3,5,4,3,3,1,5,4,5
"35",2,2,5,2,5,2,3,5,2,5,3
