"","V1","V2","V3","V4","V5","V6"
"1",4,4,4,6,4,5
"2",3,3,5,1,2,1
"3",1,3,2,6,6,2
"4",3,4,2,4,5,4
"5",5,5,2,4,1,5
"6",5,6,5,1,4,4
"7",4,6,3,6,2,2
"8",6,3,3,5,2,6
"9",1,3,3,2,4,5
"10",2,5,1,1,4,2
"11",2,6,6,5,6,4
"12",5,1,5,3,6,1
"13",3,6,4,2,1,6
"14",4,3,4,2,5,2
"15",1,2,6,1,5,3
"16",6,4,1,2,2,3
"17",3,1,5,5,4,6
"18",4,2,5,4,1,4
"19",2,4,5,2,3,3
"20",5,5,1,6,5,6
"21",2,2,4,5,3,1
"22",6,1,6,2,3,5
"23",1,5,4,1,2,4
"24",5,1,3,1,1,2
"25",1,6,1,5,3,5
"26",4,5,6,3,2,6
"27",2,1,3,3,5,6
"28",3,5,3,5,5,1
"29",4,2,2,1,3,6
"30",1,1,4,4,2,2
"31",2,3,6,6,1,5
"32",5,4,6,6,3,1
"33",5,3,1,3,3,4
"34",6,6,4,3,5,3
"35",6,5,5,5,1,2
"36",2,2,2,3,2,4
"37",3,5,6,3,4,2
"38",1,4,5,4,6,6
"39",2,6,3,4,3,3
"40",6,4,3,1,6,5
"41",6,2,1,4,4,1
"42",3,2,1,2,6,5
"43",4,6,2,2,6,1
"44",5,3,6,4,5,3
"45",4,1,2,5,4,3
"46",3,1,1,6,1,3
"47",1,4,2,3,1,1
"48",6,2,4,6,6,4
