"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,1,3,3,2,2,3,2,3,2,1
"2",2,3,3,2,1,3,1,3,1,2,1
"3",2,3,2,1,3,2,3,1,3,1,1
"4",2,1,3,2,3,3,2,2,1,1,3
"5",1,1,1,1,3,3,2,2,2,3,1
"6",1,3,2,3,3,2,1,3,2,2,3
"7",2,1,1,3,1,2,1,1,2,3,3
"8",1,3,1,2,2,1,2,1,3,2,3
"9",2,2,3,1,2,1,1,2,3,3,3
"10",1,2,3,1,3,1,3,3,2,2,2
"11",3,3,3,2,2,1,2,1,2,3,1
"12",3,2,2,1,1,2,2,3,1,3,1
"13",1,2,3,3,1,3,2,1,3,1,2
"14",1,3,1,1,2,2,1,2,1,1,2
"15",1,2,2,2,1,3,3,3,3,3,3
"16",1,1,3,2,2,2,3,1,1,3,2
"17",3,2,1,2,3,3,3,1,1,2,3
"18",3,3,2,3,3,3,2,2,3,3,2
"19",2,3,1,3,1,1,3,2,1,3,2
"20",2,2,1,3,2,3,3,3,2,1,1
"21",1,1,2,2,1,1,1,2,2,1,1
"22",3,3,3,1,1,2,3,2,2,1,3
"23",3,1,2,1,2,3,1,1,2,2,2
"24",3,1,2,3,2,1,2,3,1,1,3
"25",2,1,1,1,1,1,2,3,3,2,2
"26",2,2,2,3,3,1,1,1,1,2,1
"27",3,2,1,2,3,2,1,3,3,1,2
