"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,2,2,2,2,2,2,2
"2",3,3,1,3,3,2,1,1
"3",2,3,3,3,2,2,2,1
"4",1,1,3,3,3,1,2,3
"5",2,2,2,1,1,3,1,1
"6",1,2,1,1,3,3,1,3
"7",2,1,1,3,1,2,1,3
"8",2,1,2,1,3,1,1,2
"9",1,3,1,3,2,3,2,2
"10",3,1,3,1,2,2,1,2
"11",2,3,2,3,3,3,3,3
"12",1,3,2,2,1,1,1,3
"13",1,1,3,2,2,3,1,1
"14",3,2,2,2,3,2,2,3
"15",1,2,3,1,1,2,2,3
"16",1,3,2,1,2,2,3,1
"17",2,2,1,2,1,3,3,1
"18",2,1,2,3,2,1,3,1
"19",3,2,1,3,2,1,3,3
"20",2,1,3,2,1,2,3,3
"21",3,1,2,1,2,3,3,3
"22",1,2,2,3,3,2,1,1
"23",3,1,2,3,1,3,2,2
"24",1,3,3,2,3,1,3,2
"25",2,3,1,1,2,1,2,3
"26",3,3,1,1,1,2,3,2
"27",1,2,3,3,1,3,3,2
"28",3,3,2,2,1,1,2,1
"29",1,1,1,2,3,2,3,2
"30",1,1,1,1,1,1,2,1
"31",3,2,3,3,1,1,1,2
"32",3,1,1,2,3,3,2,1
"33",2,3,3,1,3,3,2,2
"34",3,3,3,2,2,3,1,3
"35",2,2,1,2,2,1,1,2
"36",3,2,3,1,3,1,3,1
