"","V1","V2","V3","V4","V5","V6"
"1",4,2,4,3,1,2
"2",4,1,1,3,3,3
"3",3,1,4,1,4,3
"4",2,4,3,4,3,1
"5",3,4,4,1,2,2
"6",2,2,2,2,3,2
"7",3,4,2,3,1,1
"8",1,1,2,4,2,3
"9",3,1,1,2,1,4
"10",1,4,1,2,1,2
"11",3,3,4,3,4,1
"12",2,1,2,1,2,2
"13",2,1,4,3,3,4
"14",4,4,2,1,4,2
"15",3,3,1,3,4,3
"16",4,3,1,4,2,1
"17",3,4,2,4,2,4
"18",2,4,1,3,2,3
"19",1,3,1,1,3,4
"20",4,2,2,1,1,3
"21",4,4,4,2,3,4
"22",1,1,2,3,4,1
"23",1,2,3,1,2,4
"24",2,2,1,4,4,2
"25",2,2,4,4,1,3
"26",1,4,3,2,4,3
"27",3,1,3,4,1,2
"28",3,2,1,1,3,1
"29",4,1,3,2,3,1
"30",1,2,4,2,2,1
"31",4,2,3,4,4,4
"32",1,3,3,3,1,4
"33",2,3,2,2,4,4
"34",2,3,3,1,1,1
"35",4,3,3,2,2,3
"36",1,3,4,4,3,2
