"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,1,1,2,2,2,2,3,2
"2",1,3,3,2,1,3,1,2,2
"3",1,3,2,2,3,3,3,3,2
"4",2,2,2,2,2,2,2,1,1
"5",1,2,1,1,1,1,2,1,3
"6",1,1,2,2,3,1,2,2,3
"7",2,1,3,1,2,3,1,1,3
"8",2,3,3,1,2,2,2,3,3
"9",3,3,1,2,1,2,3,1,3
"10",3,2,1,1,1,3,1,3,1
"11",1,1,2,1,2,1,1,3,2
"12",1,1,3,3,1,2,2,2,3
"13",3,3,1,1,3,1,2,2,2
"14",3,1,3,2,1,1,2,1,1
"15",2,3,2,2,1,1,1,3,3
"16",1,2,1,3,2,3,1,2,3
"17",1,1,1,2,2,3,3,1,1
"18",3,1,1,3,3,2,1,1,2
"19",3,3,2,3,3,3,2,1,3
"20",2,3,2,3,1,3,3,2,1
"21",1,2,3,1,1,2,3,3,1
"22",3,2,2,3,2,1,3,3,3
"23",1,2,3,3,3,1,3,1,2
"24",3,2,3,2,3,2,1,3,3
"25",3,3,3,3,2,1,1,2,1
"26",2,1,3,3,3,3,2,3,1
"27",1,3,2,1,3,2,1,1,1
"28",2,2,1,2,3,1,1,2,1
"29",2,3,3,1,2,1,3,1,2
"30",3,1,2,1,1,3,2,2,2
"31",2,2,2,3,1,2,1,1,2
"32",1,3,1,3,2,2,2,3,1
"33",3,2,3,2,2,3,3,2,2
"34",3,1,2,1,3,2,3,2,1
"35",2,1,1,3,1,1,3,3,2
"36",2,2,1,1,3,3,3,2,3
