"","V1","V2","V3","V4","V5"
"1",2,2,2,1,2
"2",1,1,3,6,4
"3",2,5,6,1,4
"4",2,3,1,6,3
"5",1,6,5,4,2
"6",4,2,4,3,4
"7",4,4,4,4,1
"8",3,3,6,6,2
"9",4,4,3,3,2
"10",3,6,4,6,3
"11",4,6,6,5,4
"12",5,3,1,1,4
"13",1,1,6,3,3
"14",6,3,3,1,6
"15",4,1,5,1,5
"16",3,4,6,3,6
"17",6,4,5,5,3
"18",4,5,2,2,3
"19",3,3,2,4,4
"20",1,3,4,4,6
"21",3,6,3,1,1
"22",6,6,1,4,4
"23",3,1,1,4,1
"24",2,2,5,2,1
"25",6,2,3,6,1
"26",1,5,2,5,1
"27",1,4,1,2,5
"28",6,1,2,3,3
"29",5,6,4,2,5
"30",6,2,6,4,5
"31",3,1,3,2,6
"32",5,5,1,3,2
"33",4,2,1,5,6
"34",6,5,5,2,2
"35",5,5,5,6,6
"36",1,4,4,1,3
"37",2,5,3,5,5
"38",2,6,2,3,6
"39",5,1,4,5,2
"40",5,3,6,2,1
"41",2,2,5,5,5
"42",5,4,2,6,5
