"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,1,3,3,1,4,2,1,5
"2",4,4,2,5,4,4,5,1,4
"3",3,1,5,2,4,1,2,4,2
"4",2,2,1,5,2,1,4,2,3
"5",2,2,2,4,2,5,1,3,1
"6",3,2,4,1,5,2,4,1,4
"7",4,5,1,3,1,5,2,4,4
"8",4,4,5,3,5,4,1,3,2
"9",3,3,5,5,1,3,5,3,5
"10",2,4,4,2,4,5,4,4,5
"11",2,5,1,1,4,3,3,3,1
"12",4,1,1,4,5,3,3,5,5
"13",2,5,3,3,5,1,5,5,3
"14",5,1,4,5,3,5,3,2,3
"15",1,2,3,5,4,2,1,4,4
"16",4,3,4,2,1,1,3,1,1
"17",5,2,3,1,1,3,1,5,3
"18",3,2,1,2,3,4,5,5,2
"19",3,4,4,5,2,2,2,5,1
"20",5,3,3,4,5,4,4,4,1
"21",1,1,5,3,3,3,5,2,1
"22",1,3,5,1,2,4,3,5,4
"23",5,5,5,4,3,1,3,3,5
"24",1,5,4,4,3,3,1,1,3
"25",3,4,2,1,3,1,1,2,5
"26",5,1,2,2,2,2,5,3,4
"27",1,4,2,4,1,2,4,4,2
"28",5,3,1,3,4,2,2,1,2
"29",4,5,3,1,2,5,4,2,2
"30",1,3,2,2,5,5,2,2,3
