"","V1","V2","V3","V4","V5"
"1",4,5,6,2,5
"2",4,2,2,3,5
"3",2,1,4,5,3
"4",4,1,3,4,1
"5",3,3,1,1,5
"6",3,2,6,2,2
"7",6,5,6,5,1
"8",2,5,3,2,1
"9",3,2,6,5,6
"10",6,3,4,4,2
"11",5,6,3,5,5
"12",4,1,5,6,3
"13",5,4,2,1,3
"14",3,5,1,3,1
"15",1,5,4,6,2
"16",5,4,6,6,4
"17",6,2,1,5,3
"18",6,4,4,3,5
"19",1,1,5,2,5
"20",2,4,1,6,5
"21",1,2,1,4,1
"22",5,3,2,6,1
"23",6,2,5,1,4
"24",4,5,1,5,4
"25",5,1,1,2,6
"26",6,4,1,2,2
"27",6,6,3,2,4
"28",1,5,4,1,6
"29",4,6,2,6,2
"30",1,6,2,2,3
"31",2,6,1,3,4
"32",5,3,3,3,3
"33",1,2,3,6,4
"34",2,1,2,1,2
"35",3,3,4,2,4
"36",5,6,5,1,1
"37",6,5,2,4,6
"38",4,2,4,1,1
"39",5,3,5,4,6
"40",4,4,3,1,6
"41",1,4,6,4,4
"42",3,6,5,6,6
"43",6,1,4,6,5
"44",1,3,2,5,6
"45",5,1,6,3,2
"46",3,6,4,4,3
"47",3,1,2,4,4
"48",1,4,5,3,2
"49",2,3,6,1,3
"50",2,3,5,5,1
"51",4,5,5,3,3
"52",2,6,6,4,5
"53",3,4,3,5,2
"54",2,2,3,3,6
