"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,3,1,3,2,1,2,3
"2",2,4,1,4,3,3,1,3
"3",3,1,3,1,1,1,3,3
"4",3,2,3,4,2,4,1,1
"5",1,2,4,1,3,2,4,1
"6",3,3,4,1,1,3,2,1
"7",3,2,2,2,3,2,2,2
"8",2,4,1,1,3,4,2,1
"9",3,4,2,3,1,2,1,4
"10",2,1,4,2,2,4,3,1
"11",2,3,2,1,4,2,3,4
"12",1,1,4,3,1,2,1,2
"13",4,4,3,2,2,2,1,1
"14",3,4,2,3,2,4,4,2
"15",2,3,4,1,2,4,1,3
"16",1,4,2,1,1,3,3,2
"17",3,2,4,3,3,4,2,4
"18",1,3,3,4,2,3,2,4
"19",2,3,1,4,1,2,4,1
"20",4,4,1,1,2,2,3,3
"21",3,2,1,2,1,3,4,4
"22",4,2,4,3,4,2,3,3
"23",3,3,1,2,4,2,3,1
"24",1,3,3,2,3,4,4,4
"25",2,4,4,2,1,1,2,4
"26",4,3,4,2,4,1,1,2
"27",2,4,3,4,4,1,4,3
"28",3,1,2,4,3,1,1,3
"29",1,2,1,3,3,1,3,4
"30",4,2,2,4,1,1,2,1
"31",1,1,3,1,4,3,2,3
"32",2,1,3,3,4,1,2,1
"33",4,1,1,3,3,3,4,1
"34",4,3,2,1,3,1,4,2
"35",1,3,2,3,4,3,1,1
"36",1,2,1,4,4,4,3,2
"37",1,4,3,3,2,1,3,1
"38",1,2,2,2,1,4,1,3
"39",4,1,1,2,1,4,2,2
"40",2,2,1,1,2,1,1,2
"41",4,4,2,3,4,4,2,4
"42",4,1,4,4,2,2,4,4
"43",1,1,2,2,2,1,4,3
"44",2,1,1,2,4,2,1,4
"45",2,2,3,3,1,3,4,2
"46",1,4,4,4,3,2,2,2
"47",3,1,3,1,4,4,4,2
"48",2,1,2,4,2,3,3,4
"49",4,2,3,1,3,3,1,4
"50",4,3,4,4,3,3,3,2
"51",3,4,4,2,4,3,4,3
"52",4,3,3,4,1,4,3,3
