"","V1","V2","V3","V4","V5","V6"
"1",1,2,3,3,2,3
"2",4,5,1,2,6,2
"3",5,4,1,4,2,4
"4",2,1,3,4,6,2
"5",6,4,4,6,2,2
"6",2,1,4,6,3,1
"7",1,6,1,4,3,6
"8",4,3,4,4,4,3
"9",6,1,2,2,1,4
"10",4,5,3,6,5,4
"11",3,6,2,6,1,3
"12",2,4,2,3,5,3
"13",6,3,5,3,6,1
"14",3,6,6,3,4,2
"15",6,6,5,4,5,5
"16",3,3,1,1,2,1
"17",5,1,6,1,5,3
"18",6,2,1,5,4,2
"19",4,2,6,4,1,1
"20",2,5,6,2,2,5
"21",5,5,5,5,3,3
"22",5,6,3,2,3,1
"23",1,2,4,2,5,6
"24",5,2,2,6,6,5
"25",3,4,6,5,6,6
"26",3,1,1,3,4,5
"27",2,3,3,5,1,5
"28",4,3,2,1,3,5
"29",6,4,3,1,4,6
"30",2,6,4,1,6,4
"31",1,4,5,1,1,2
"32",1,3,6,6,4,4
"33",5,5,4,3,1,6
"34",1,5,2,5,5,1
"35",3,2,5,2,3,4
"36",4,1,5,5,2,6
