"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,1,2,3,2,3,3,2,1,2,1,3,3,1
"2",3,1,1,2,1,2,2,1,3,2,3,3,2,3
"3",1,2,1,3,1,2,1,2,3,1,2,1,3,2
"4",3,2,2,2,1,1,3,3,2,1,3,2,3,1
"5",1,2,2,3,3,3,3,2,3,3,3,2,1,2
"6",1,2,2,1,3,3,1,3,1,2,2,3,2,3
"7",2,3,1,1,1,3,2,3,2,3,3,3,3,2
"8",1,1,3,2,2,1,3,3,3,3,2,2,3,3
"9",3,3,2,1,3,1,2,2,3,2,1,1,3,2
"10",3,1,1,3,3,1,3,1,1,3,2,2,2,2
"11",3,3,3,3,2,3,1,3,3,2,2,2,1,1
"12",3,1,2,2,1,3,1,2,2,3,1,1,1,3
"13",2,3,2,3,2,2,1,1,1,1,3,2,3,3
"14",2,1,3,1,1,2,2,3,1,1,1,2,1,2
"15",1,1,1,1,2,1,1,2,2,1,2,3,1,1
"16",2,2,1,1,2,3,3,1,3,1,1,2,2,3
"17",3,2,3,1,2,1,1,2,1,3,3,1,2,2
"18",2,2,3,2,3,2,1,1,3,3,1,3,3,1
"19",2,2,1,3,3,1,2,3,2,2,3,1,1,3
"20",1,1,3,2,3,3,2,1,2,1,3,1,2,1
"21",1,3,1,2,2,2,2,3,1,3,1,1,2,1
"22",1,3,3,3,1,1,2,1,2,2,1,3,2,2
"23",3,3,3,2,3,2,3,2,2,1,2,3,1,3
"24",2,3,2,1,1,2,3,1,1,2,2,1,1,1
