"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",3,3,3,2,3,2,2,3,1,1,3,2,2,3
"2",1,2,2,1,3,1,2,3,2,2,3,3,3,2
"3",2,2,1,2,1,2,3,2,1,3,3,1,1,2
"4",3,2,3,3,1,1,2,1,2,2,2,3,1,1
"5",1,3,3,1,1,3,2,2,3,3,3,3,2,2
"6",1,1,2,3,3,2,1,1,2,3,3,1,2,3
"7",1,1,3,2,2,3,1,1,2,1,1,3,2,1
"8",2,1,1,3,1,3,3,2,2,3,1,2,3,1
"9",1,2,1,1,3,2,2,1,3,2,1,2,1,1
"10",2,2,3,1,2,2,1,1,1,1,3,1,1,1
"11",1,1,3,1,3,2,3,2,2,3,2,2,1,3
"12",3,2,2,1,3,3,1,2,1,3,1,1,1,2
"13",3,1,2,1,1,3,3,3,1,2,3,2,2,2
"14",2,1,3,1,1,1,1,3,2,2,1,2,1,3
"15",3,2,1,2,3,1,3,3,3,3,2,2,3,3
"16",1,2,1,3,1,1,1,2,1,1,3,2,2,1
"17",3,2,3,1,2,3,3,1,3,2,2,1,3,3
"18",1,2,2,2,1,3,3,3,2,1,1,1,2,3
"19",2,2,3,3,2,3,1,2,1,3,2,3,3,3
"20",3,3,1,2,2,3,1,1,3,3,1,2,2,2
"21",2,3,3,3,2,1,2,3,3,3,1,1,2,1
"22",2,1,1,1,1,1,1,1,3,2,2,1,2,2
"23",3,2,2,1,1,2,3,2,3,1,1,3,3,1
"24",1,3,2,2,1,1,2,2,2,3,1,1,1,3
"25",3,1,1,2,3,1,3,2,2,1,3,1,2,1
"26",3,2,1,1,2,1,2,1,2,3,3,3,2,3
"27",1,3,3,2,2,1,3,3,1,2,2,3,1,2
"28",3,3,2,2,1,1,1,1,1,3,2,2,3,1
"29",3,3,1,3,3,3,2,2,2,2,3,3,1,2
"30",2,2,1,3,3,2,1,3,1,2,1,3,2,1
"31",1,3,1,1,2,2,2,2,1,1,1,2,3,3
"32",2,3,1,2,2,3,1,3,2,2,3,1,3,3
"33",2,3,1,1,2,3,3,3,2,1,2,2,1,1
"34",1,2,3,3,2,1,3,1,3,1,3,2,3,2
"35",1,2,2,3,3,3,1,3,3,1,2,2,1,2
"36",2,1,1,2,1,3,2,1,1,1,2,3,1,3
"37",2,3,2,3,1,2,3,1,3,2,3,2,1,3
"38",3,3,3,3,1,2,1,3,2,1,2,1,3,2
"39",1,1,1,3,1,2,2,3,3,2,2,3,3,2
"40",1,1,2,1,2,2,2,3,1,3,2,1,3,1
"41",3,1,2,3,2,1,3,2,1,2,1,3,2,3
"42",2,3,2,1,3,1,1,2,3,1,2,3,2,3
"43",3,1,3,3,2,2,2,2,3,1,1,1,1,2
"44",3,1,2,2,2,2,1,3,3,3,3,3,1,1
"45",2,1,2,2,3,1,2,1,1,1,1,1,3,2
"46",2,3,3,2,3,2,3,1,2,3,1,3,3,2
"47",2,1,3,2,3,3,2,2,3,2,3,2,3,1
"48",1,3,2,3,3,3,3,1,1,2,2,1,2,1
