"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,2,2,3,2,3,1,3,1
"2",2,1,1,2,3,3,2,1,1
"3",1,2,2,1,3,1,3,2,3
"4",1,3,3,2,3,3,1,2,2
"5",3,1,1,2,1,1,3,2,2
"6",2,3,3,2,3,2,3,1,2
"7",3,1,2,1,3,2,1,2,1
"8",1,2,1,3,2,1,1,1,2
"9",1,1,2,2,1,2,1,1,3
"10",3,3,1,1,2,2,1,2,3
"11",2,3,2,1,1,1,2,1,1
"12",2,3,2,3,1,3,3,2,3
"13",3,2,3,3,1,2,3,1,1
"14",3,2,3,1,2,3,2,1,3
"15",1,3,1,2,2,2,3,3,1
"16",2,2,3,2,1,1,1,3,3
"17",1,2,1,1,1,3,2,3,2
"18",1,1,3,3,2,1,2,2,1
"19",2,1,3,1,2,3,3,3,2
"20",2,1,1,3,3,2,2,3,3
"21",3,3,2,3,3,1,2,3,2
