"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",1,3,3,3,1,2,1,2,1,3,4
"2",1,4,4,1,2,3,2,2,4,2,4
"3",4,2,4,1,4,3,4,1,2,2,2
"4",2,3,1,1,3,2,1,1,3,1,3
"5",2,1,1,3,2,3,2,4,3,1,3
"6",3,1,3,2,4,3,1,4,2,2,4
"7",3,2,4,4,1,4,3,4,2,2,1
"8",4,2,1,4,2,1,1,3,1,2,3
"9",1,2,2,3,4,2,4,2,2,1,4
"10",2,4,4,3,4,2,1,4,2,1,2
"11",2,2,3,4,4,4,2,3,4,4,4
"12",2,3,1,3,1,1,4,1,2,4,2
"13",4,1,2,2,1,3,3,3,1,4,4
"14",3,3,2,1,4,4,1,3,3,3,1
"15",1,1,2,3,3,4,3,1,4,2,2
"16",4,4,4,3,4,1,3,2,3,4,3
"17",4,2,1,2,4,2,2,1,4,3,4
"18",3,4,2,2,2,2,4,1,1,2,1
"19",3,2,1,1,2,4,4,2,2,3,4
"20",1,1,4,4,1,2,4,3,3,3,3
"21",4,1,4,3,2,4,1,2,4,3,2
"22",2,1,1,4,4,3,3,2,1,3,1
"23",3,4,2,4,3,3,1,1,2,4,3
"24",2,4,2,4,2,1,3,4,4,3,4
"25",1,3,4,2,3,3,4,3,4,4,1
"26",2,2,2,2,1,1,1,2,4,2,1
"27",3,1,4,4,3,2,2,2,1,4,2
"28",4,2,1,3,3,2,3,4,3,4,1
"29",4,3,2,3,3,4,2,2,1,1,1
"30",1,3,1,2,2,3,1,4,2,4,2
"31",3,1,3,2,3,1,4,4,4,1,2
"32",4,3,2,1,1,2,4,4,4,2,3
"33",3,4,1,4,1,3,2,3,4,1,2
"34",2,4,3,3,3,4,4,4,1,3,3
"35",1,3,3,4,4,1,2,1,3,2,1
"36",2,4,3,1,1,4,3,2,3,4,2
"37",4,4,3,2,1,1,2,3,2,3,1
"38",3,1,3,1,2,1,1,1,3,4,3
"39",1,2,2,1,3,1,2,4,1,3,2
"40",2,2,4,2,1,4,2,1,1,1,3
"41",1,1,3,1,2,2,3,3,2,1,1
"42",4,3,3,4,2,3,4,1,3,1,4
"43",3,3,4,1,3,1,3,3,1,1,4
"44",1,4,1,2,4,4,3,3,3,2,3
