"","V1","V2","V3","V4","V5"
"1",1,2,3,3,1
"2",5,3,3,3,3
"3",5,1,4,4,4
"4",4,5,4,5,4
"5",3,2,1,1,5
"6",2,4,2,4,4
"7",4,1,5,4,1
"8",4,2,4,5,3
"9",1,5,3,4,3
"10",3,1,1,3,3
"11",4,2,1,2,2
"12",1,1,4,1,2
"13",5,5,1,2,3
"14",5,1,2,1,3
"15",3,5,5,2,2
"16",5,5,5,4,5
"17",3,3,3,1,1
"18",3,4,4,3,3
"19",1,5,2,2,5
"20",5,4,3,4,2
"21",2,5,4,3,1
"22",5,3,3,2,5
"23",2,5,1,5,2
"24",2,2,5,4,2
"25",1,3,5,2,3
"26",4,4,2,4,2
"27",1,2,4,2,4
"28",3,5,3,3,4
"29",1,4,1,1,2
"30",3,3,5,5,3
"31",2,4,4,1,5
"32",1,3,4,4,5
"33",4,4,5,1,4
"34",1,2,2,5,3
"35",5,3,1,5,4
"36",2,3,2,1,4
"37",2,1,3,5,5
"38",3,4,2,5,5
"39",2,1,2,2,1
"40",5,2,2,5,1
"41",4,4,1,3,5
"42",5,4,4,2,1
"43",4,5,2,1,1
"44",2,3,1,3,1
"45",2,5,3,1,3
"46",3,1,5,2,5
"47",1,1,1,4,4
"48",4,1,3,2,4
"49",5,2,5,1,2
"50",1,4,5,5,1
"51",4,2,2,3,5
"52",2,2,5,3,4
"53",4,3,4,3,2
"54",3,3,1,4,1
"55",3,1,3,5,2
