"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,3,1,3,3,3,4,4,3,2,4,1,4,1
"2",3,2,4,3,3,4,2,4,3,1,4,3,1,4
"3",3,4,2,1,2,3,2,1,1,4,2,4,1,1
"4",1,4,3,1,2,2,4,2,1,2,4,1,2,3
"5",1,4,1,4,3,4,2,1,3,3,1,2,2,3
"6",3,2,4,1,1,4,3,3,2,4,1,1,3,3
"7",2,4,4,4,2,2,1,4,2,2,3,4,1,3
"8",1,4,3,2,4,4,2,4,2,2,1,3,4,2
"9",1,2,2,4,3,2,4,3,1,4,1,3,2,1
"10",2,2,4,2,2,1,4,2,1,3,2,4,4,2
"11",2,1,3,3,1,3,1,1,1,2,1,3,3,4
"12",4,4,2,3,1,3,4,4,3,3,2,1,2,4
"13",3,3,3,4,1,1,4,1,4,4,3,3,2,2
"14",2,2,2,3,4,1,2,1,2,1,4,4,3,1
"15",3,2,4,4,4,3,1,3,4,3,2,3,4,1
"16",1,1,3,3,2,1,2,3,4,1,2,1,4,3
"17",2,1,2,2,2,4,1,3,4,4,4,2,2,4
"18",4,1,4,2,1,2,2,4,1,2,3,2,2,1
"19",2,3,4,4,2,3,3,2,4,1,1,2,1,1
"20",4,3,3,3,4,4,3,3,1,3,4,4,1,2
"21",4,1,1,2,2,3,3,1,2,4,4,3,4,3
"22",2,1,3,1,4,1,3,4,3,4,2,2,1,2
"23",2,3,1,1,4,3,1,3,1,1,3,1,2,3
"24",3,1,1,2,2,2,4,4,3,1,1,4,3,2
"25",3,2,1,4,1,2,1,2,2,3,4,1,1,2
"26",3,3,2,4,3,1,2,4,1,4,3,2,4,4
"27",2,4,1,3,4,2,3,2,4,4,2,4,3,4
"28",1,1,4,3,4,3,4,1,2,3,3,2,1,3
"29",1,3,1,2,1,1,3,3,2,1,2,3,1,4
"30",4,2,2,2,4,2,2,1,4,2,1,1,1,3
"31",3,3,3,1,4,2,4,1,2,1,2,2,4,4
"32",4,2,3,1,3,1,1,2,3,3,1,4,2,4
"33",4,4,3,2,1,4,1,2,3,1,3,2,4,2
"34",1,3,2,1,1,3,2,4,4,3,4,4,3,2
"35",1,2,2,4,1,4,3,2,3,2,3,4,4,4
"36",4,4,4,1,3,1,3,3,4,2,4,3,3,3
"37",4,1,2,4,3,4,3,2,1,1,2,1,3,2
"38",4,4,1,3,2,1,1,3,2,3,1,2,3,1
"39",3,1,1,1,3,4,4,2,4,2,3,3,2,1
"40",1,3,4,2,3,2,1,1,3,4,3,1,3,1
