"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",5,2,1,1,2,3,4,5,2,4,3
"2",1,4,2,4,2,4,4,1,1,2,4
"3",5,1,5,3,3,1,4,2,5,2,2
"4",1,3,4,1,4,4,1,5,5,2,3
"5",3,4,3,1,5,1,5,3,1,1,2
"6",2,2,3,5,3,3,1,1,4,1,5
"7",3,1,3,1,2,5,2,1,3,4,1
"8",4,1,2,4,5,4,3,4,5,5,4
"9",1,1,3,5,1,2,5,3,3,4,3
"10",2,4,4,5,2,3,2,4,5,5,2
"11",4,3,2,3,2,1,2,5,4,1,1
"12",1,2,2,3,5,2,1,2,2,5,2
"13",1,5,5,3,1,3,3,4,2,1,1
"14",3,5,2,5,3,5,5,5,3,2,2
"15",2,3,1,3,4,3,5,1,5,3,1
"16",5,4,1,4,1,4,1,2,3,3,2
"17",5,4,3,2,4,2,4,4,4,5,1
"18",2,2,4,4,5,1,4,5,3,3,5
"19",2,3,5,1,3,4,5,2,2,5,5
"20",1,5,1,2,3,1,2,3,4,4,4
"21",3,5,5,4,5,5,4,2,4,4,3
"22",3,1,5,2,2,2,1,4,2,3,4
"23",3,5,2,1,1,2,3,2,5,3,5
"24",4,2,4,2,1,5,5,3,4,1,4
"25",4,4,3,3,3,5,1,5,1,4,5
"26",5,3,1,5,4,2,3,3,2,1,5
"27",4,2,5,5,4,4,2,3,1,3,1
"28",4,3,4,4,1,1,3,1,1,5,3
"29",2,1,1,2,4,5,3,4,1,2,3
"30",5,5,4,2,5,3,2,1,3,2,4
