"","V1","V2","V3","V4","V5","V6","V7"
"1",2,1,3,1,1,2,3
"2",2,2,3,2,1,3,3
"3",2,1,1,3,1,3,1
"4",2,3,1,2,3,1,2
"5",2,3,2,3,3,3,3
"6",3,2,3,1,3,1,2
"7",2,1,2,1,3,3,1
"8",1,1,1,2,3,2,1
"9",1,2,3,3,3,3,2
"10",2,3,2,1,2,3,2
"11",1,1,3,2,2,1,1
"12",2,3,1,1,1,1,2
"13",3,1,1,2,1,3,2
"14",1,2,1,2,2,3,2
"15",2,2,2,2,2,1,2
"16",1,3,3,1,2,3,3
"17",3,3,1,1,2,2,1
"18",2,2,3,3,2,2,1
"19",3,1,2,3,3,2,2
"20",3,1,2,2,1,1,1
"21",3,3,3,2,2,1,3
"22",1,1,3,3,3,1,3
"23",2,2,2,2,2,2,1
"24",2,1,1,3,2,1,3
"25",1,3,2,1,3,1,1
"26",1,3,1,3,2,3,1
"27",2,1,3,1,3,2,2
"28",3,2,1,1,3,3,3
"29",1,1,1,1,2,2,2
"30",1,2,2,3,1,1,2
"31",3,2,2,3,2,2,3
"32",3,3,3,2,3,3,1
"33",1,1,2,2,1,3,3
"34",3,2,1,3,3,1,1
"35",1,2,1,1,1,1,3
"36",2,2,1,2,3,2,3
"37",3,1,2,1,2,1,3
"38",3,3,3,2,1,2,2
"39",2,3,3,3,1,1,1
"40",3,2,2,1,1,3,1
"41",1,3,2,2,3,2,3
"42",1,3,2,3,1,2,2
"43",3,1,3,3,2,3,2
"44",1,2,3,1,1,2,1
"45",3,3,1,3,1,2,3
