"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,1,2,3,1,3,2,1
"2",3,2,3,2,1,3,3,3
"3",2,2,1,1,1,3,1,1
"4",1,1,1,2,2,3,1,3
"5",3,3,1,1,2,3,3,2
"6",1,3,2,2,3,1,3,3
"7",3,3,3,1,2,1,2,1
"8",1,2,3,2,1,1,1,1
"9",2,1,2,3,3,1,1,1
"10",2,3,3,3,1,2,3,1
"11",2,2,1,3,3,3,3,3
"12",1,1,1,3,1,2,3,2
"13",1,3,3,3,2,3,1,2
"14",1,2,2,1,2,2,3,1
"15",2,2,2,3,1,2,1,3
"16",1,1,3,1,3,3,3,1
"17",2,2,2,2,2,2,2,2
"18",3,2,3,3,3,1,3,2
"19",3,3,1,3,2,1,1,3
"20",3,1,3,1,1,2,1,2
"21",3,1,1,1,3,2,2,3
"22",3,1,1,2,2,1,3,1
"23",2,1,2,1,1,1,3,3
"24",2,2,2,2,2,2,2,2
"25",3,2,2,2,3,2,2,2
"26",2,3,3,1,3,2,1,3
"27",2,3,1,2,1,1,2,2
"28",1,1,3,3,2,1,2,3
"29",1,3,1,3,3,2,2,1
"30",1,2,1,1,3,1,1,2
"31",3,3,2,2,3,3,1,1
"32",2,1,3,2,2,3,2,2
"33",1,3,2,1,1,3,2,3
