"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",3,3,2,1,3,4,2,4,4,2,1
"2",2,4,1,4,3,3,3,2,1,1,2
"3",2,3,2,4,1,1,4,3,3,2,4
"4",4,3,1,2,3,2,3,2,4,4,4
"5",3,2,1,1,2,4,4,1,2,3,2
"6",3,2,4,4,3,4,1,3,3,4,3
"7",1,3,4,3,4,3,4,3,2,4,1
"8",1,1,3,3,2,4,4,2,4,1,3
"9",3,4,4,3,2,1,1,1,4,2,2
"10",4,1,2,3,4,3,1,1,2,2,4
"11",3,1,2,3,2,1,3,4,1,4,3
"12",2,4,3,2,2,4,1,4,1,3,4
"13",2,1,3,2,4,1,3,1,3,3,1
"14",1,2,1,4,4,2,2,4,4,3,2
"15",4,4,3,1,4,2,4,3,2,1,3
"16",2,1,1,2,1,2,1,3,2,1,1
"17",1,4,2,1,1,3,2,1,3,4,3
"18",1,2,4,1,3,1,2,2,1,2,4
"19",4,3,3,4,1,2,2,2,1,3,1
"20",4,2,4,2,1,3,3,4,3,1,2
