"","V1","V2","V3","V4","V5"
"1",1,1,2,3,2
"2",2,2,4,5,1
"3",2,4,5,5,5
"4",2,1,5,1,3
"5",3,4,3,4,3
"6",3,1,2,5,4
"7",3,5,5,4,1
"8",1,3,2,1,5
"9",1,4,1,2,3
"10",4,1,3,2,5
"11",5,2,5,3,5
"12",2,4,4,3,2
"13",3,2,4,1,4
"14",4,2,2,4,3
"15",4,5,2,2,3
"16",1,3,5,3,1
"17",4,3,5,4,4
"18",5,5,1,3,2
"19",3,3,4,2,3
"20",2,3,1,4,2
"21",5,4,3,3,4
"22",3,1,1,2,1
"23",3,2,3,2,2
"24",2,3,3,4,4
"25",3,5,1,4,5
"26",1,2,3,1,1
"27",1,5,5,2,4
"28",4,1,5,5,2
"29",1,1,4,4,5
"30",5,3,2,5,5
"31",1,2,1,5,3
"32",4,2,4,3,3
"33",2,5,2,1,1
"34",5,5,4,5,3
"35",5,4,5,1,2
"36",3,4,2,3,4
"37",5,1,3,4,1
"38",4,3,2,1,2
"39",4,4,1,5,1
"40",2,4,3,2,4
"41",2,2,1,3,5
"42",1,5,3,5,2
"43",5,3,4,2,1
"44",5,1,1,1,4
"45",4,5,4,1,5
