"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,5,3,4,5,5,1,6
"2",2,3,5,4,2,6,6,2
"3",1,5,4,3,2,1,1,4
"4",3,4,6,3,6,1,6,4
"5",3,2,2,1,1,4,2,5
"6",2,2,5,6,4,2,3,6
"7",6,6,6,5,5,4,4,3
"8",1,4,5,5,6,3,2,2
"9",4,1,1,4,5,5,3,2
"10",2,6,2,2,4,6,2,3
"11",1,3,3,1,5,4,5,1
"12",1,4,2,5,3,4,5,6
"13",6,1,4,4,2,3,6,5
"14",3,5,4,6,1,5,3,1
"15",4,1,4,1,6,2,1,3
"16",6,4,1,3,1,6,4,3
"17",2,1,3,5,1,1,4,3
"18",4,5,2,6,4,2,6,2
"19",5,4,6,1,2,2,3,2
"20",4,6,5,2,1,3,5,6
"21",6,2,5,3,4,4,1,1
"22",3,2,1,2,3,2,5,1
"23",5,3,1,6,2,3,1,4
"24",6,3,2,2,5,1,3,6
"25",5,6,3,4,3,1,2,1
"26",4,3,6,5,3,6,2,5
"27",2,6,1,3,6,3,4,5
"28",5,2,3,6,6,6,5,4
"29",5,5,4,1,4,5,6,5
"30",1,1,6,2,3,5,4,4
