"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,2,2,1,2,2,3,1
"2",1,2,3,3,2,1,2,3
"3",3,2,1,3,3,2,3,1
"4",2,2,1,2,3,1,3,3
"5",2,2,1,3,1,2,2,3
"6",1,2,1,2,1,2,3,2
"7",2,1,3,3,2,1,3,2
"8",3,1,2,2,3,1,2,1
"9",2,3,3,1,2,2,2,1
"10",1,1,2,3,3,3,3,3
"11",2,3,2,3,2,3,3,2
"12",3,2,2,2,2,3,2,3
"13",3,3,2,1,2,1,3,3
"14",1,1,3,1,3,2,1,2
"15",3,2,3,1,3,3,3,2
"16",1,3,2,1,2,2,2,2
"17",2,2,2,3,3,1,1,2
"18",3,1,2,3,1,3,1,2
"19",1,1,2,1,1,1,2,2
"20",2,1,3,2,2,3,1,3
"21",2,3,3,1,1,3,2,3
"22",3,3,1,2,2,3,1,1
"23",2,2,2,2,3,3,1,1
"24",2,1,1,1,1,3,3,1
"25",2,1,1,2,1,2,1,2
"26",3,1,3,2,2,2,2,1
"27",3,1,3,2,1,2,3,3
"28",1,2,1,1,2,3,1,3
"29",1,2,3,3,1,3,2,1
"30",1,3,2,2,1,1,1,3
"31",3,2,3,1,1,1,1,1
"32",3,1,1,1,3,2,2,3
"33",2,3,2,3,1,2,3,1
"34",1,3,3,2,3,1,3,1
"35",3,3,3,3,3,2,1,3
"36",2,3,1,1,3,1,1,2
"37",1,1,1,3,2,1,1,1
"38",3,3,1,3,1,1,2,2
"39",1,3,1,2,3,3,2,2
