"","V1","V2","V3","V4","V5","V6"
"1",1,2,5,3,5,1
"2",5,1,2,1,2,3
"3",4,2,3,3,3,4
"4",1,1,5,2,2,4
"5",4,1,1,2,4,1
"6",3,3,2,2,4,2
"7",1,4,2,1,3,1
"8",5,2,3,2,1,2
"9",1,4,1,5,3,5
"10",5,5,4,1,4,5
"11",5,1,5,5,3,2
"12",3,1,2,3,5,5
"13",3,2,1,4,1,1
"14",2,3,2,2,3,4
"15",2,5,5,4,3,2
"16",5,3,1,2,2,5
"17",1,3,4,5,1,3
"18",1,2,3,1,4,5
"19",5,5,1,3,3,2
"20",5,3,4,3,5,3
"21",3,5,4,5,4,1
"22",5,4,3,5,2,4
"23",3,2,5,1,3,3
"24",3,2,4,4,3,4
"25",2,4,4,2,2,3
"26",1,5,3,4,5,4
"27",3,4,1,1,1,4
"28",3,5,5,3,2,5
"29",4,3,3,4,4,3
"30",1,1,2,4,4,3
"31",2,3,1,4,2,2
"32",2,1,4,1,5,2
"33",4,3,5,1,1,1
"34",1,5,3,2,1,2
"35",2,3,5,5,4,5
"36",4,2,1,5,5,4
"37",4,4,5,2,5,4
"38",4,4,4,3,2,1
"39",3,4,3,3,4,2
"40",4,1,4,4,1,5
"41",5,4,2,4,5,1
"42",2,1,3,5,2,1
"43",2,2,2,3,1,5
"44",2,5,1,1,5,3
"45",4,5,2,5,1,3
