"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,2,1,2,1,3,3,2,1,3
"2",3,1,2,1,2,3,3,1,3,2
"3",2,2,3,1,1,1,2,1,3,2
"4",2,2,2,2,3,1,1,3,1,3
"5",1,3,2,1,3,2,3,1,2,3
"6",1,3,3,3,3,1,2,2,2,2
"7",3,1,2,2,1,2,1,3,2,1
"8",3,3,2,1,2,1,1,2,1,1
"9",3,1,3,3,2,2,2,1,1,3
"10",3,3,1,3,2,1,3,3,2,2
"11",1,3,1,2,1,2,2,3,3,1
"12",1,2,2,3,1,1,1,2,3,3
"13",1,2,3,2,2,3,1,1,1,1
"14",3,2,1,3,3,2,1,1,3,2
"15",2,1,1,1,2,2,2,3,3,3
"16",2,1,3,2,3,1,3,2,3,1
"17",1,1,1,2,1,1,2,1,1,2
"18",3,2,3,1,3,3,2,3,2,1
"19",2,3,3,1,1,2,3,3,1,2
"20",2,3,3,2,2,3,1,2,3,3
"21",2,2,1,3,3,2,3,2,1,1
"22",1,1,2,3,2,3,3,3,2,3
"23",1,1,1,1,3,3,1,2,2,2
"24",2,3,2,3,1,3,2,1,2,1
