"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,3,2,3,2,3,3,1
"2",2,3,1,1,3,3,1,2
"3",2,2,1,3,2,3,1,3
"4",1,1,2,3,2,1,3,3
"5",3,3,2,3,2,2,1,3
"6",1,2,3,3,3,2,1,1
"7",3,2,3,2,3,3,3,3
"8",3,1,1,3,3,2,3,2
"9",2,1,2,1,3,1,2,1
"10",1,3,1,2,3,1,2,3
"11",1,3,2,1,1,2,2,1
"12",2,2,2,2,2,2,2,2
"13",1,3,3,3,1,3,2,2
"14",1,1,1,2,1,1,1,2
"15",3,2,1,3,1,1,2,1
"16",3,1,3,2,2,3,1,1
"17",2,1,3,2,1,2,3,1
"18",1,2,1,1,2,3,3,1
"19",2,3,1,2,1,2,3,3
"20",3,1,2,1,1,3,2,3
"21",2,2,3,1,1,1,1,3
"22",3,3,3,1,2,1,3,2
"23",3,2,2,2,3,1,1,2
"24",1,1,3,1,3,2,2,2
