"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,1,3,2,1,4,4,1,3,5
"2",3,5,4,2,2,5,3,2,4,2
"3",5,2,2,2,5,4,1,3,2,5
"4",3,3,1,3,4,1,1,1,3,5
"5",5,5,3,4,4,1,5,3,5,3
"6",5,2,4,1,1,5,3,5,3,3
"7",5,1,4,4,3,4,1,2,4,1
"8",5,3,1,1,2,2,4,2,3,1
"9",5,3,1,4,4,3,3,5,1,1
"10",4,2,5,4,1,1,3,2,2,4
"11",1,5,2,4,2,4,2,5,3,4
"12",2,3,2,5,1,1,5,4,4,2
"13",3,1,2,2,3,1,4,5,1,3
"14",4,1,2,3,5,2,3,1,5,2
"15",4,1,1,3,3,5,5,4,4,4
"16",5,4,3,5,3,2,2,2,1,4
"17",1,1,1,5,2,3,2,3,2,2
"18",5,4,5,3,3,3,4,5,5,5
"19",3,1,5,1,4,4,2,3,1,2
"20",1,2,2,1,3,3,1,2,5,4
"21",4,3,4,1,5,3,5,1,2,4
"22",1,2,5,2,4,2,5,2,4,3
"23",1,4,3,1,3,4,5,5,2,2
"24",3,4,2,2,4,5,2,4,5,1
"25",2,4,1,4,5,5,4,2,1,3
"26",3,5,2,3,1,3,5,3,1,5
"27",4,4,4,1,2,1,2,3,4,5
"28",4,5,3,2,1,2,1,4,2,2
"29",4,4,1,4,1,4,2,1,4,3
"30",2,2,3,3,5,1,2,5,3,1
"31",2,5,1,1,5,2,3,4,4,4
"32",1,1,4,4,4,2,4,4,2,5
"33",2,3,5,2,1,3,4,3,5,1
"34",2,3,5,3,2,5,1,4,1,4
"35",2,4,5,5,4,3,1,1,3,3
"36",1,3,3,5,5,5,3,3,5,5
"37",3,2,3,5,2,5,5,1,2,1
"38",4,5,5,5,5,4,4,4,3,2
"39",1,5,4,3,3,1,3,1,1,1
"40",3,2,4,5,2,2,1,5,5,3
