"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,5,1,3,1,5,5,3,2
"2",2,4,3,5,2,5,4,5,4
"3",5,4,2,1,2,2,1,3,2
"4",4,5,4,3,2,4,2,2,4
"5",1,4,5,2,3,2,5,2,4
"6",1,4,5,3,3,4,1,4,1
"7",4,4,1,5,1,3,2,4,1
"8",3,5,2,2,5,4,3,5,1
"9",3,2,5,4,2,5,2,1,2
"10",5,4,4,3,5,1,3,1,2
"11",4,1,5,5,5,4,5,3,3
"12",5,3,4,5,4,3,1,5,4
"13",2,5,3,2,1,1,1,1,3
"14",5,1,1,4,3,5,3,5,3
"15",2,3,2,4,5,1,2,4,3
"16",1,2,3,1,4,5,3,4,2
"17",1,1,4,4,1,2,2,3,4
"18",4,4,2,1,4,1,5,4,4
"19",3,4,3,4,4,5,1,3,5
"20",5,3,5,2,1,4,3,4,5
"21",4,3,4,1,3,5,4,1,1
"22",1,3,2,1,1,4,4,2,3
"23",3,1,2,3,5,2,4,4,5
"24",2,2,1,2,3,1,4,3,1
"25",1,3,1,3,2,2,2,5,5
"26",2,2,4,3,4,4,4,1,5
"27",2,1,2,5,3,4,1,2,2
"28",4,2,1,2,5,5,1,2,4
"29",3,1,1,1,2,3,3,1,4
"30",4,5,4,4,4,2,4,5,2
"31",2,1,4,2,1,3,5,5,2
"32",5,5,2,4,3,3,5,1,5
"33",5,1,3,2,4,2,2,2,1
"34",2,5,5,1,5,3,2,3,5
"35",3,3,5,5,2,1,4,3,1
"36",4,2,3,5,1,1,3,2,5
"37",1,3,3,4,5,3,5,2,1
"38",5,2,3,3,2,3,5,4,3
"39",3,2,5,1,3,1,1,5,3
"40",1,5,1,5,4,2,3,1,3
