"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,2,1,3,3,1,2,2,1
"2",3,3,2,1,3,2,2,3,3
"3",3,1,3,2,1,2,3,3,1
"4",1,1,3,3,3,3,3,2,1
"5",1,2,3,2,1,1,2,3,3
"6",3,2,3,1,2,1,2,1,1
"7",3,3,3,2,3,3,2,1,2
"8",1,3,2,2,3,2,3,1,2
"9",1,3,2,1,2,1,1,1,3
"10",1,1,2,1,1,2,1,3,1
"11",3,3,2,3,1,3,1,2,1
"12",2,2,2,2,1,2,1,2,2
"13",3,2,1,2,1,1,1,2,3
"14",1,2,2,3,3,2,1,1,3
"15",3,2,1,3,2,2,3,1,2
"16",2,3,2,3,2,2,2,2,1
"17",2,1,2,3,3,1,3,3,3
"18",2,2,3,1,3,1,3,3,2
"19",2,3,3,3,1,3,2,1,3
"20",3,2,3,3,2,2,1,3,2
"21",2,3,1,3,2,2,1,3,1
"22",3,1,1,1,3,2,1,1,1
"23",1,2,1,1,1,3,2,1,1
"24",2,3,1,1,3,3,1,2,2
"25",1,1,3,2,2,3,1,1,2
"26",3,1,2,1,1,3,3,1,3
"27",3,1,2,2,3,1,2,2,2
"28",2,1,1,2,2,3,1,3,3
"29",1,1,1,3,1,2,2,2,3
"30",3,2,2,2,2,3,3,2,1
"31",1,3,3,2,3,1,1,3,1
"32",3,3,3,3,2,1,3,2,3
"33",1,3,1,2,2,3,3,3,3
"34",2,1,3,3,1,1,1,1,2
"35",2,2,2,1,2,3,3,3,1
"36",2,1,3,1,2,2,2,2,3
"37",3,1,1,3,3,3,2,3,2
"38",2,2,3,1,3,3,1,2,3
"39",2,3,1,2,1,1,3,1,1
"40",2,1,2,2,2,1,2,1,1
"41",2,2,1,2,3,2,3,1,3
"42",1,2,2,3,1,3,2,3,2
"43",1,3,3,1,1,2,3,2,2
"44",1,1,1,1,2,1,3,2,2
"45",3,3,1,1,1,1,2,3,2
