"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,3,4,5,5,5,5,4,4,2
"2",5,4,2,4,4,3,4,2,5,5
"3",3,1,2,2,2,1,3,2,1,5
"4",4,5,4,5,3,5,4,2,3,4
"5",4,4,1,3,4,1,3,5,3,2
"6",1,2,3,1,4,1,3,5,5,4
"7",2,5,4,2,5,3,4,5,1,3
"8",1,2,1,4,3,1,4,3,1,1
"9",2,3,4,1,1,1,1,3,2,2
"10",3,1,4,4,2,2,4,5,3,1
"11",1,5,2,3,2,1,1,4,3,4
"12",5,1,1,3,3,2,1,2,4,2
"13",2,1,3,1,1,5,4,4,4,3
"14",5,1,4,3,5,4,3,3,5,4
"15",4,1,2,5,4,3,5,4,1,2
"16",1,4,5,2,3,2,3,1,4,1
"17",3,4,3,4,1,4,5,3,5,5
"18",4,3,2,5,1,2,2,5,4,5
"19",3,4,1,2,1,3,2,4,5,1
"20",3,3,1,1,5,2,5,3,4,4
"21",4,4,2,1,5,4,1,1,2,3
"22",4,3,5,3,2,5,3,3,1,1
"23",2,2,4,2,2,4,1,2,4,5
"24",1,5,1,2,4,5,3,3,2,5
"25",1,3,3,3,2,3,5,1,1,4
"26",2,3,2,4,4,3,1,1,5,1
"27",5,5,3,5,2,4,1,3,3,1
"28",4,4,4,2,3,1,5,3,2,5
"29",5,2,2,2,1,5,4,1,3,2
"30",1,1,5,5,2,3,2,3,5,3
"31",2,4,3,3,4,5,2,2,1,2
"32",3,2,5,1,4,4,5,2,2,1
"33",2,2,1,4,5,4,2,4,3,4
"34",1,4,5,4,1,4,3,5,2,2
"35",5,5,5,1,3,3,2,4,3,5
"36",3,4,5,5,4,2,1,4,1,4
"37",5,2,3,2,5,2,2,4,2,1
"38",2,1,5,3,5,2,4,1,3,5
"39",2,5,2,3,3,4,5,5,4,1
"40",4,2,4,4,1,3,2,1,1,4
"41",3,5,4,4,5,1,2,2,4,2
"42",4,5,3,1,2,2,4,1,5,2
"43",1,1,2,1,3,3,2,2,3,3
"44",5,3,3,5,5,1,3,1,2,3
"45",3,2,1,5,3,5,3,1,5,3
"46",2,5,1,5,1,2,5,2,2,3
"47",3,1,3,4,3,5,1,5,2,5
"48",5,3,1,1,2,4,4,5,1,4
"49",5,2,5,3,1,1,5,4,4,3
"50",4,3,5,2,4,5,1,5,5,3
