"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,1,1,1,3,5,1,4,4,3,3
"2",3,3,1,1,2,4,3,1,1,2,4
"3",5,1,3,2,5,5,3,2,3,1,5
"4",3,4,1,5,4,3,2,5,1,3,5
"5",5,5,4,2,4,2,1,4,4,2,4
"6",4,2,2,1,5,3,4,5,2,4,4
"7",4,5,4,3,3,3,4,1,1,1,1
"8",3,5,5,4,4,5,4,3,3,5,5
"9",1,1,5,3,3,3,1,1,2,5,4
"10",4,1,1,4,1,3,3,1,5,2,3
"11",1,1,3,5,4,4,5,4,2,2,2
"12",2,4,4,1,5,4,5,3,5,1,3
"13",1,5,2,4,2,5,2,3,2,1,4
"14",4,4,3,1,1,2,2,2,3,5,5
"15",5,2,5,5,3,2,5,5,3,1,3
"16",5,4,1,3,5,1,4,3,2,3,1
"17",2,5,2,3,5,4,1,1,3,4,2
"18",3,2,5,4,5,2,1,2,1,2,3
"19",5,2,5,1,2,4,3,3,5,3,1
"20",1,4,5,2,1,3,4,4,3,2,4
"21",5,1,2,4,2,3,1,4,3,4,1
"22",2,3,3,2,1,5,5,2,2,3,1
"23",1,5,3,1,3,1,3,5,1,4,3
"24",2,5,5,5,2,1,2,2,4,3,2
"25",1,2,1,2,4,2,2,2,3,1,1
"26",4,1,4,3,2,1,5,3,1,3,5
"27",4,3,5,2,4,5,2,4,1,5,2
"28",5,3,1,4,3,4,5,2,4,5,4
"29",3,3,3,2,1,1,1,5,2,1,2
"30",2,2,4,3,1,4,2,5,5,4,5
"31",3,5,1,2,2,2,5,4,5,5,3
"32",4,4,2,3,2,5,4,5,4,2,2
"33",5,4,4,5,1,4,3,1,2,4,3
"34",3,1,4,1,4,1,4,1,4,4,2
"35",1,3,2,3,4,2,5,1,5,3,5
"36",2,2,2,5,1,2,4,3,1,5,2
"37",3,4,3,5,3,5,1,2,5,2,1
"38",4,3,3,5,5,1,2,3,5,4,4
"39",2,2,2,4,3,1,3,4,4,1,5
"40",1,3,4,4,5,3,3,5,4,5,1
