"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,1,2,1,3,1,1,1,2,1,2,1,1,1
"2",1,1,3,2,3,3,2,3,3,2,3,2,1,1
"3",3,2,2,1,3,3,1,3,3,3,2,2,3,3
"4",1,1,2,1,2,1,1,3,1,2,2,3,3,2
"5",1,2,1,1,1,1,1,1,3,3,3,2,2,2
"6",3,1,1,3,3,2,3,3,3,2,2,3,2,2
"7",3,3,3,1,3,2,2,2,2,1,3,3,1,3
"8",3,3,1,2,3,3,1,1,1,2,2,2,2,1
"9",1,3,2,3,2,3,1,2,2,3,1,1,2,1
"10",2,1,3,2,2,3,1,1,2,3,3,3,2,3
"11",3,3,2,1,1,1,2,2,1,1,1,2,2,1
"12",1,3,1,1,1,2,3,3,2,2,2,2,1,1
"13",2,2,2,3,3,2,3,1,1,3,3,1,1,2
"14",1,3,2,2,3,1,3,2,3,3,2,3,2,3
"15",1,3,2,3,2,3,2,1,3,1,2,2,1,3
"16",1,1,3,3,2,1,3,2,1,1,3,2,2,1
"17",1,2,1,3,3,2,2,2,1,2,1,3,3,1
"18",3,1,2,3,1,2,1,2,3,2,1,1,1,2
"19",1,1,1,2,1,3,2,1,2,1,1,3,2,2
"20",2,2,2,1,2,2,3,1,3,1,3,3,3,1
"21",2,2,3,2,2,2,1,3,3,1,1,3,2,1
"22",2,3,3,2,1,2,1,3,1,3,1,2,1,3
"23",3,1,3,1,2,2,3,1,2,3,1,2,3,2
"24",2,1,1,3,2,1,2,3,1,3,2,2,1,3
"25",3,2,1,2,2,1,3,2,3,1,1,1,1,3
"26",1,3,1,2,3,2,1,3,2,1,3,1,3,2
"27",2,3,3,3,3,1,2,1,3,2,1,2,3,2
"28",3,2,3,3,2,3,1,2,1,1,2,1,3,2
"29",2,2,1,1,3,3,3,2,1,3,1,3,1,2
"30",3,3,2,2,2,1,3,3,2,3,3,1,3,1
"31",2,3,1,3,1,1,1,2,2,2,3,3,3,3
"32",3,2,2,2,1,3,2,3,1,1,3,3,1,2
"33",1,2,3,2,1,2,3,1,1,2,2,1,3,3
"34",2,1,2,3,1,3,3,3,2,1,1,2,3,3
"35",3,1,1,1,2,2,2,1,1,2,3,1,2,3
"36",3,2,3,3,1,1,2,1,2,3,2,3,1,1
"37",2,3,3,1,1,3,3,2,3,2,3,1,2,2
"38",2,1,1,2,1,3,2,2,3,3,2,1,3,1
"39",1,2,3,1,3,1,2,3,2,2,1,1,2,3
