"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",5,3,5,2,2,4,1,5,4,3
"2",2,3,5,3,5,1,4,1,3,5
"3",1,4,3,1,5,5,3,2,5,3
"4",5,4,4,3,5,2,2,3,2,1
"5",3,4,1,2,2,1,3,4,5,1
"6",1,1,2,3,3,2,2,5,4,5
"7",3,4,2,3,1,5,4,5,1,2
"8",4,3,2,5,4,1,1,3,5,4
"9",1,3,1,5,1,2,4,2,2,3
"10",5,2,1,1,3,5,4,3,3,5
"11",4,5,5,4,3,3,5,2,5,2
"12",5,5,2,4,2,3,3,1,4,4
"13",1,2,5,1,3,1,3,3,1,2
"14",3,1,1,2,5,3,1,2,1,3
"15",2,5,3,2,1,3,1,4,2,5
"16",3,4,4,5,3,4,2,1,1,5
"17",2,2,3,5,5,3,4,5,4,1
"18",5,2,3,4,2,1,5,4,1,3
"19",2,2,4,4,2,5,1,2,3,1
"20",4,1,5,5,4,5,3,4,2,4
"21",4,1,3,1,1,2,2,1,4,2
"22",2,1,4,3,1,4,5,3,5,4
"23",4,3,2,2,4,4,5,1,2,1
"24",3,5,4,1,4,2,5,5,3,4
"25",1,5,1,4,4,4,2,4,3,2
