"","V1","V2","V3","V4","V5","V6"
"1",3,1,3,2,5,5
"2",3,4,1,4,1,1
"3",3,3,4,3,3,4
"4",2,1,1,4,5,2
"5",3,4,5,5,5,3
"6",1,2,3,2,1,2
"7",5,4,5,2,2,5
"8",5,4,3,1,2,1
"9",5,1,2,3,1,4
"10",5,3,3,5,5,4
"11",4,2,3,4,3,3
"12",2,2,5,1,4,4
"13",2,3,2,1,1,5
"14",2,5,5,2,3,1
"15",3,5,3,3,4,2
"16",4,1,4,1,1,3
"17",4,1,2,2,4,1
"18",4,3,5,4,1,2
"19",1,2,2,3,3,4
"20",5,2,5,3,5,1
"21",3,3,4,3,2,3
"22",1,4,4,1,5,2
"23",1,4,3,4,2,3
"24",4,2,1,5,2,5
"25",1,3,2,5,4,1
"26",2,5,4,5,1,4
"27",5,3,1,2,4,3
"28",1,1,5,4,3,5
"29",2,4,1,3,4,5
"30",1,5,1,2,2,3
"31",5,5,2,5,3,2
"32",2,1,4,5,2,1
"33",4,5,2,1,5,4
"34",3,2,1,1,3,2
"35",4,5,4,4,4,5
