"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",3,3,3,2,1,2,2,3,1,3,2,2,1,3,3
"2",2,2,1,1,1,1,3,2,2,3,1,2,3,3,3
"3",1,2,3,3,3,3,3,3,2,2,2,3,3,2,3
"4",3,3,1,3,2,2,1,2,3,1,3,2,3,2,3
"5",1,3,1,2,3,1,3,3,1,3,3,2,2,2,2
"6",2,3,3,3,1,1,2,1,2,2,3,1,3,3,2
"7",1,3,3,3,1,3,1,2,2,1,2,2,1,1,2
"8",3,3,2,2,1,1,2,1,1,1,1,3,3,2,1
"9",2,2,1,1,1,3,2,3,1,1,3,1,2,2,2
"10",3,1,3,1,3,2,2,1,1,2,2,2,3,1,3
"11",1,1,1,2,1,2,1,2,3,2,1,1,3,2,1
"12",3,1,1,2,2,3,2,3,2,3,3,2,1,1,1
"13",3,3,2,2,2,3,3,1,3,2,3,1,1,2,3
"14",1,2,3,2,1,2,3,1,3,3,2,1,2,1,1
"15",2,3,2,1,3,1,1,3,3,2,2,2,3,1,1
"16",1,3,2,1,2,3,1,1,2,3,1,2,2,1,3
"17",2,1,3,3,3,1,2,1,3,3,1,2,1,2,2
"18",1,2,1,3,3,1,2,2,3,1,2,1,2,3,3
"19",2,1,2,1,1,3,1,3,3,3,2,3,2,2,3
"20",2,2,1,2,3,3,2,1,3,1,3,3,3,1,2
"21",3,2,1,1,1,1,1,1,2,2,2,1,1,1,2
"22",1,3,1,1,2,2,2,3,3,2,1,3,1,3,2
"23",3,2,2,3,1,3,3,2,3,1,1,2,2,3,1
"24",1,1,2,2,2,3,3,2,1,3,2,1,3,3,2
"25",2,1,2,3,2,2,3,3,1,1,1,1,3,1,2
"26",2,1,1,3,2,3,1,1,1,2,2,3,2,3,1
"27",1,1,2,1,3,2,3,1,2,1,3,2,1,3,1
"28",1,2,3,1,2,2,1,2,1,3,3,3,3,2,1
"29",2,2,3,2,2,1,3,3,2,1,2,3,1,1,1
"30",3,1,3,2,2,1,1,3,2,1,1,1,2,2,3
"31",3,2,2,3,3,2,1,3,2,3,3,1,2,3,1
"32",1,1,2,3,1,1,2,2,1,2,3,3,1,1,3
"33",2,2,2,2,3,2,1,1,1,1,1,3,1,3,3
"34",3,1,3,1,2,1,3,2,3,2,3,3,2,3,2
"35",3,3,1,3,3,2,3,2,2,3,1,3,2,1,2
"36",2,3,3,1,3,3,2,2,1,2,1,1,1,2,1
