"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,4,5,5,3,3,2,5
"2",4,4,4,3,2,2,1,1
"3",5,4,4,2,4,4,4,5
"4",5,1,2,2,3,1,4,1
"5",4,3,1,2,5,4,2,1
"6",5,5,3,5,4,3,1,2
"7",2,4,2,4,5,2,5,1
"8",5,2,5,1,2,5,2,3
"9",1,2,4,2,2,2,5,4
"10",1,4,2,1,4,1,2,3
"11",4,5,1,1,3,2,3,5
"12",2,1,5,2,4,2,1,2
"13",1,5,5,3,5,4,4,3
"14",3,5,3,1,3,5,5,2
"15",3,3,5,1,1,3,4,1
"16",3,2,2,3,5,5,1,5
"17",3,1,3,1,5,3,3,4
"18",5,3,1,3,1,3,5,3
"19",2,5,2,2,1,4,1,4
"20",4,4,2,5,2,5,4,4
"21",3,2,1,5,3,1,1,3
"22",5,3,5,4,5,1,3,4
"23",1,2,1,4,4,3,4,4
"24",2,1,1,3,2,5,3,2
"25",3,5,4,4,1,1,3,2
"26",4,1,4,5,4,4,5,3
"27",1,3,4,4,3,5,2,2
"28",1,2,3,5,1,4,3,1
"29",4,1,3,4,1,2,2,5
"30",2,3,3,3,2,1,5,5
