"","V1","V2","V3","V4","V5","V6","V7"
"1",4,2,4,5,4,2,6
"2",6,1,2,5,3,1,4
"3",2,3,5,5,6,1,1
"4",6,3,6,2,4,5,5
"5",6,5,4,4,6,4,2
"6",3,5,1,5,4,6,1
"7",4,6,2,3,2,5,5
"8",6,5,1,2,3,3,6
"9",2,6,6,4,3,2,5
"10",2,6,4,2,3,5,1
"11",5,1,5,3,5,4,6
"12",1,4,6,3,5,6,2
"13",3,1,1,3,6,4,4
"14",2,4,3,6,4,4,4
"15",2,4,2,1,5,5,3
"16",3,1,6,1,4,3,2
"17",5,4,1,6,6,2,5
"18",4,4,6,1,2,1,6
"19",5,4,3,3,3,3,2
"20",2,2,1,2,4,1,3
"21",5,2,1,4,1,5,2
"22",3,3,2,6,1,4,6
"23",2,2,5,5,2,6,6
"24",1,2,4,1,6,3,5
"25",3,4,4,2,1,2,1
"26",6,4,5,5,1,3,5
"27",4,3,1,1,3,6,4
"28",4,1,5,2,1,6,3
"29",5,6,2,1,5,2,2
"30",1,3,2,4,4,5,5
"31",1,3,2,3,2,2,1
"32",3,2,6,4,2,2,3
"33",4,1,2,4,5,3,1
"34",1,6,1,5,2,3,3
"35",5,3,4,2,6,1,4
"36",5,3,6,6,3,4,1
"37",6,2,3,1,2,4,1
"38",5,5,4,4,2,6,4
"39",6,2,3,6,5,6,3
"40",3,6,3,2,6,6,6
"41",1,5,3,4,5,1,6
"42",1,5,5,1,1,4,4
"43",1,1,4,6,3,5,2
"44",3,6,5,6,5,3,4
"45",2,1,3,3,1,2,5
"46",4,5,3,6,1,1,2
"47",4,5,6,5,6,5,3
"48",6,6,5,3,4,1,3
