"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,4,4,4,3,4,2,4,1,3,3,4,3
"2",3,4,1,2,3,4,2,3,3,1,1,2,4
"3",2,2,4,4,1,1,1,2,3,2,3,4,1
"4",1,2,1,3,2,4,1,3,2,3,1,4,2
"5",3,3,1,4,3,2,3,2,1,4,2,4,1
"6",3,2,2,3,1,2,1,4,2,4,4,1,3
"7",4,4,2,3,1,4,3,4,3,3,3,3,1
"8",2,2,1,4,4,3,4,3,4,4,4,2,2
"9",4,3,1,3,4,3,1,1,1,2,3,3,2
"10",3,1,1,2,2,3,1,1,3,1,4,4,3
"11",4,3,4,2,3,2,1,4,4,2,4,2,2
"12",4,3,4,3,2,4,4,1,2,4,3,1,3
"13",4,2,4,2,1,3,2,3,4,4,2,4,4
"14",1,4,2,4,1,3,4,2,4,1,2,3,3
"15",3,4,3,1,1,3,1,1,2,4,1,2,2
"16",4,1,3,4,3,3,2,4,2,1,1,3,2
"17",2,1,2,3,2,1,2,1,1,4,1,3,3
"18",2,3,3,2,4,4,3,1,4,2,1,4,3
"19",3,4,4,3,4,1,2,2,4,3,4,3,4
"20",2,4,1,3,3,1,1,2,4,2,2,1,2
"21",4,2,3,2,2,2,3,2,4,1,1,3,1
"22",1,2,3,1,2,3,2,4,4,1,3,1,3
"23",1,2,4,2,4,1,3,1,1,1,2,2,2
"24",3,4,4,3,4,3,4,3,3,2,1,1,1
"25",2,3,3,4,2,1,4,4,3,4,1,2,4
"26",1,3,2,1,4,2,1,4,3,4,2,3,1
"27",4,2,2,4,3,2,3,1,3,2,4,2,4
"28",2,1,1,2,1,3,4,4,1,2,2,2,1
"29",4,1,3,2,4,1,2,3,1,3,3,2,1
"30",2,1,2,3,4,2,4,4,2,1,3,4,4
"31",1,1,4,3,1,2,3,3,3,3,1,1,3
"32",3,2,3,1,1,4,4,2,1,2,4,3,4
"33",2,3,4,1,2,2,1,3,1,1,2,3,4
"34",2,3,2,1,3,4,2,2,2,1,4,1,1
"35",1,4,3,2,2,2,4,1,2,3,4,4,1
"36",1,1,4,1,3,4,3,2,3,4,4,3,2
"37",1,4,2,2,3,3,3,3,1,4,3,1,4
"38",1,3,1,1,1,1,2,1,3,3,3,2,4
"39",4,2,1,1,4,2,4,2,2,3,1,1,3
"40",4,4,1,1,2,1,3,4,2,2,2,4,3
"41",1,1,3,4,4,4,1,2,2,2,2,2,4
"42",3,1,2,4,2,4,2,1,4,3,2,1,1
"43",3,1,2,1,3,1,4,3,4,3,3,4,2
"44",3,3,3,4,1,1,3,3,1,1,4,1,2
