"","V1","V2","V3","V4","V5","V6"
"1",5,5,2,4,1,3
"2",2,2,5,4,1,2
"3",4,4,4,2,1,5
"4",2,5,2,3,3,5
"5",3,5,5,5,2,4
"6",4,1,2,1,4,2
"7",3,3,3,3,5,3
"8",3,3,3,1,1,1
"9",3,4,2,2,2,2
"10",3,1,1,5,3,2
"11",1,3,1,3,1,3
"12",4,2,2,5,1,4
"13",1,2,2,2,5,1
"14",1,3,4,5,4,5
"15",1,4,5,1,3,3
"16",1,4,3,5,2,1
"17",2,5,4,2,4,2
"18",2,4,1,4,5,4
"19",2,1,3,4,4,3
"20",4,3,5,4,4,1
"21",4,5,1,3,3,1
"22",4,5,3,1,5,4
"23",2,2,1,1,2,5
"24",3,1,5,3,5,5
"25",5,3,1,2,4,4
"26",5,1,4,3,2,1
"27",5,2,3,4,3,5
"28",5,4,4,5,5,2
"29",5,2,5,1,3,3
"30",1,1,4,2,2,4
