"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,6,6,3,6,2,2,6
"2",6,3,4,3,3,5,1,2
"3",3,3,6,5,5,4,6,3
"4",3,2,4,1,2,6,6,5
"5",6,6,4,3,6,4,5,3
"6",4,5,5,1,6,5,3,4
"7",4,1,3,4,5,3,3,1
"8",2,4,5,6,4,5,5,6
"9",6,6,1,4,2,3,3,4
"10",5,5,1,4,5,2,1,2
"11",1,4,6,4,5,6,4,4
"12",3,2,5,2,5,1,1,3
"13",1,5,4,1,5,2,5,5
"14",4,3,4,6,1,2,6,1
"15",6,4,2,5,1,4,2,1
"16",1,1,5,3,2,4,3,6
"17",4,1,2,1,2,2,2,2
"18",4,2,6,4,1,5,1,5
"19",6,1,4,5,4,2,2,6
"20",6,4,5,2,1,1,3,5
"21",3,6,6,2,1,4,4,2
"22",5,2,5,6,6,3,4,3
"23",5,5,6,6,2,2,4,5
"24",1,2,2,3,6,5,2,2
"25",4,4,4,6,6,1,1,4
"26",1,5,5,4,3,3,1,1
"27",5,6,3,1,3,1,5,2
"28",5,1,3,5,1,5,5,3
"29",3,3,1,4,1,1,4,6
"30",6,1,6,2,3,3,6,4
"31",4,4,1,1,3,6,4,3
"32",2,6,4,5,2,6,2,3
"33",3,4,1,2,6,3,6,1
"34",5,5,3,2,2,6,2,6
"35",2,3,2,2,3,2,3,3
"36",2,2,6,5,3,1,3,2
"37",4,6,2,5,3,3,6,6
"38",1,4,3,6,4,3,2,5
"39",2,5,2,3,1,5,6,4
"40",4,3,3,3,5,5,5,6
"41",2,1,4,2,4,6,4,1
"42",1,5,2,5,4,1,4,3
"43",2,4,5,3,2,2,5,1
"44",5,3,1,5,6,6,3,5
"45",5,3,6,1,4,4,2,1
"46",1,2,1,6,2,4,5,2
"47",6,5,5,4,4,6,6,2
"48",1,3,3,1,1,3,1,4
"49",5,2,1,3,4,1,5,4
"50",6,2,2,1,5,4,4,6
"51",2,1,3,4,6,1,6,5
"52",2,6,1,2,4,4,1,5
"53",3,1,2,6,3,6,1,4
"54",3,6,3,6,5,5,3,1
