"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,4,2,4,2,4,1,3,4
"2",4,2,1,2,4,3,3,2,4
"3",3,1,3,1,4,1,1,2,2
"4",2,4,4,4,4,2,2,2,3
"5",1,3,3,1,4,4,3,3,4
"6",4,1,2,2,1,2,1,3,2
"7",1,4,3,3,2,4,4,2,2
"8",2,1,4,2,2,4,2,1,3
"9",1,1,2,3,4,3,2,4,2
"10",1,1,1,4,2,2,3,2,1
"11",1,2,4,3,1,1,2,3,4
"12",1,3,2,1,1,3,1,2,1
"13",3,2,4,4,4,3,4,1,2
"14",2,3,1,4,1,3,4,4,3
"15",4,4,4,2,3,3,1,4,3
"16",2,3,1,3,3,2,1,1,4
"17",3,1,3,3,3,2,4,4,4
"18",2,2,3,4,3,4,1,4,1
"19",2,4,1,1,3,2,4,3,2
"20",3,4,3,1,1,2,3,1,4
"21",4,1,2,3,1,4,3,2,3
"22",1,2,2,2,3,1,4,1,3
"23",4,3,3,4,2,1,2,1,2
"24",4,4,2,3,4,1,3,3,1
"25",2,3,4,2,1,1,3,4,1
"26",4,2,4,1,2,3,4,3,1
"27",3,2,1,1,2,1,2,4,3
"28",3,3,1,2,3,4,2,1,1
