"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,3,3,2,2,1,1,2,2
"2",3,2,2,1,2,2,3,1,2
"3",2,3,1,2,3,3,1,3,2
"4",3,1,2,3,1,2,1,3,2
"5",1,1,1,1,3,1,3,3,2
"6",1,1,3,2,1,2,3,1,1
"7",3,3,2,1,3,1,1,2,3
"8",2,3,1,1,3,2,2,1,1
"9",2,1,1,1,1,2,1,2,1
"10",2,3,2,3,1,1,3,1,1
"11",1,3,2,2,1,2,1,3,1
"12",1,2,2,1,3,3,1,1,1
"13",3,2,1,1,2,3,1,3,3
"14",3,1,2,2,1,3,2,1,3
"15",2,2,2,2,3,2,2,2,2
"16",1,3,1,1,1,3,2,2,2
"17",2,2,2,3,2,2,2,2,2
"18",2,2,3,1,3,1,3,1,3
"19",1,2,1,2,2,1,3,2,1
"20",2,2,3,3,3,1,1,3,1
"21",1,1,3,2,3,3,1,2,3
"22",3,2,3,2,2,2,1,1,2
"23",1,1,1,3,2,3,2,3,1
"24",2,3,3,1,2,3,3,3,1
"25",1,2,2,1,1,1,2,3,3
"26",3,1,3,3,2,1,3,2,3
"27",1,3,3,2,3,2,2,2,1
"28",1,1,3,1,2,2,1,3,2
"29",3,2,3,2,3,2,2,3,3
"30",2,1,1,3,3,2,2,1,3
"31",3,1,3,1,1,1,2,2,1
"32",2,2,3,3,1,3,2,3,3
"33",1,3,2,3,3,2,3,3,3
"34",3,3,3,3,3,3,2,1,2
"35",2,2,2,1,2,1,2,2,1
"36",2,3,1,2,2,1,2,2,3
"37",2,1,2,1,2,3,3,2,3
"38",3,3,1,3,2,1,2,3,2
"39",2,1,2,3,2,3,1,1,2
"40",1,2,3,3,1,3,3,2,2
"41",3,1,1,2,2,1,1,1,1
"42",1,2,1,3,1,1,1,1,3
"43",3,3,3,2,1,1,3,3,2
"44",3,1,2,2,3,3,3,3,1
"45",3,2,1,3,3,2,3,2,1
"46",2,1,1,2,1,2,3,3,3
"47",2,3,3,1,1,2,1,1,3
"48",1,1,2,3,3,1,2,1,2
"49",3,3,2,3,1,3,1,2,1
"50",3,2,1,1,1,3,3,1,2
"51",1,3,1,2,2,3,3,1,3
