"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",4,3,1,4,6,1,1,1,3,5
"2",2,4,6,3,5,6,1,6,4,5
"3",2,1,4,4,3,1,6,1,2,3
"4",6,6,1,3,4,3,6,5,2,5
"5",4,5,2,3,6,5,5,1,5,2
"6",4,6,4,5,2,6,6,4,5,1
"7",1,2,2,5,4,3,2,6,3,1
"8",2,5,2,4,5,6,2,2,2,4
"9",1,4,3,3,2,2,4,2,6,1
"10",6,5,5,5,2,5,1,3,6,3
"11",2,3,1,6,2,5,4,1,3,3
"12",4,3,3,6,3,2,6,6,2,6
"13",3,4,5,2,1,5,6,2,1,5
"14",6,1,2,5,1,4,5,3,2,2
"15",6,3,3,2,3,6,2,1,4,1
"16",3,1,1,5,3,6,3,3,6,5
"17",1,5,1,4,1,4,5,4,4,6
"18",5,2,4,6,5,6,5,2,3,6
"19",1,3,4,1,5,4,3,1,6,4
"20",3,1,5,6,5,3,1,2,5,2
"21",6,3,6,4,6,4,6,4,5,5
"22",4,2,1,2,1,5,1,5,4,3
"23",2,4,6,6,4,5,3,4,2,1
"24",5,4,2,1,4,5,3,6,6,6
"25",1,1,6,3,4,5,6,3,4,2
"26",2,5,4,1,1,3,1,4,2,2
"27",3,3,1,1,5,3,5,3,1,1
"28",5,6,5,1,6,4,3,2,3,1
"29",1,3,5,6,1,1,3,5,5,4
"30",3,6,4,4,5,4,2,5,5,6
"31",4,5,6,2,3,3,4,1,6,6
"32",4,2,3,1,6,6,4,4,2,3
"33",5,2,2,1,2,2,6,2,5,4
"34",6,4,1,5,5,2,4,5,4,2
"35",1,5,5,5,6,2,4,3,1,5
"36",5,3,5,4,2,6,4,5,1,2
"37",2,1,2,2,6,1,4,4,4,6
"38",5,5,2,6,3,4,1,4,1,4
"39",6,1,4,3,1,3,4,6,5,4
"40",3,1,6,1,2,2,2,5,3,5
"41",5,6,3,6,1,3,3,1,4,5
"42",1,2,3,3,2,4,1,2,1,6
"43",1,6,3,1,3,6,5,5,3,4
"44",4,4,6,4,1,2,2,3,3,1
"45",3,6,6,5,4,1,5,2,4,4
"46",2,2,5,2,3,4,5,6,6,2
"47",5,2,3,4,4,1,1,4,6,1
"48",2,6,1,2,4,2,2,3,5,3
"49",4,1,4,5,6,5,2,6,1,4
"50",5,5,5,2,5,1,5,6,3,3
"51",6,4,4,2,3,1,2,3,2,6
"52",3,4,3,6,6,3,6,5,6,3
"53",6,2,6,3,4,2,3,1,1,3
"54",3,6,2,3,2,1,3,6,1,2
