"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",13,16,3,17,2,12,19,19,6,2,16,6,13,15,4,16
"2",9,22,21,10,22,1,12,15,13,3,22,17,12,11,9,1
"3",20,12,6,2,7,2,4,11,10,19,18,19,19,19,13,14
"4",2,21,8,19,9,21,13,13,8,21,7,18,7,9,17,18
"5",14,4,19,16,20,11,7,2,5,18,3,16,11,16,3,15
"6",8,17,2,12,1,14,2,1,15,13,1,13,16,7,12,2
"7",1,2,9,9,11,5,11,3,1,1,10,8,21,14,18,9
"8",5,14,18,13,15,17,1,22,2,12,17,11,1,22,14,10
"9",6,8,13,21,14,9,3,17,19,6,12,21,20,6,5,17
"10",7,6,4,5,12,16,21,7,9,14,14,22,2,12,2,4
"11",22,1,22,14,8,22,22,16,14,15,8,10,22,10,10,11
"12",16,20,12,7,10,8,6,20,22,22,9,3,8,13,1,8
"13",19,18,14,11,13,6,20,6,17,5,5,14,3,21,15,19
"14",10,7,20,1,3,15,5,10,11,4,11,2,5,8,16,22
"15",3,11,17,15,5,4,16,4,18,17,19,7,6,2,7,12
"16",17,5,10,18,4,19,9,9,21,7,21,15,9,17,19,6
"17",18,19,11,6,16,20,10,5,4,11,20,9,17,3,6,20
"18",15,13,16,4,6,10,17,18,3,10,4,20,14,1,20,7
"19",4,10,7,3,21,18,15,14,20,9,2,5,15,20,8,13
"20",21,9,5,20,17,3,8,12,7,8,6,4,4,4,11,5
"21",12,3,1,8,19,7,14,21,16,16,15,12,10,5,22,21
"22",11,15,15,22,18,13,18,8,12,20,13,1,18,18,21,3
