"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",20,14,8,22,1,10,11,12,1
"2",22,4,20,10,7,15,9,18,14
"3",9,1,11,5,9,20,12,1,6
"4",11,18,3,9,5,19,19,16,4
"5",7,3,12,21,20,11,22,17,12
"6",10,17,19,6,21,6,10,14,22
"7",14,6,18,12,17,2,18,6,2
"8",5,12,6,17,22,14,8,3,5
"9",6,5,4,13,3,16,6,9,21
"10",8,19,10,18,8,1,7,21,16
"11",13,7,7,1,15,13,16,22,19
"12",4,8,22,8,2,4,15,11,9
"13",21,15,5,4,12,3,21,8,11
"14",19,9,9,7,19,21,3,10,17
"15",1,22,1,11,16,9,13,5,15
"16",15,20,16,2,4,12,5,4,13
"17",17,10,13,19,6,7,17,2,20
"18",2,11,14,3,11,8,2,19,3
"19",3,13,17,16,10,22,20,13,18
"20",16,2,2,15,13,5,4,15,8
"21",12,16,21,20,14,18,1,7,10
"22",18,21,15,14,18,17,14,20,7
