"","V1","V2","V3","V4","V5","V6","V7"
"1",15,5,4,2,10,18,7
"2",14,16,3,9,20,3,16
"3",7,18,15,19,5,4,6
"4",21,3,12,13,19,16,18
"5",8,14,19,3,14,17,20
"6",18,17,14,10,6,22,17
"7",16,7,17,20,12,7,22
"8",12,9,18,16,21,21,3
"9",9,1,1,18,15,9,12
"10",10,13,2,12,2,15,1
"11",1,19,5,14,11,11,21
"12",22,12,20,6,1,10,11
"13",6,21,7,7,17,20,10
"14",20,10,6,15,7,1,9
"15",13,22,22,17,9,14,14
"16",4,8,10,21,3,19,15
"17",5,6,21,11,16,2,8
"18",17,20,11,4,13,6,2
"19",2,2,16,8,8,13,4
"20",19,15,9,22,18,12,5
"21",3,11,13,1,22,8,13
"22",11,4,8,5,4,5,19
