"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",6,22,14,4,1,8,13,14
"2",14,1,13,20,7,11,14,22
"3",16,11,19,5,21,18,10,21
"4",2,14,21,16,11,6,5,19
"5",18,2,2,10,15,15,6,5
"6",11,19,18,1,16,12,2,7
"7",4,16,5,21,17,13,8,17
"8",5,8,16,14,4,17,7,2
"9",10,13,1,11,3,16,20,20
"10",1,5,4,3,10,20,12,11
"11",7,4,10,12,19,2,3,15
"12",15,20,3,15,22,5,15,12
"13",12,6,17,17,18,22,19,13
"14",17,9,7,18,2,9,1,9
"15",19,17,22,13,9,14,22,10
"16",8,21,9,19,12,19,17,4
"17",9,3,20,9,5,4,16,8
"18",13,15,6,6,8,1,9,1
"19",22,12,15,22,14,3,11,6
"20",20,7,8,2,13,7,18,18
"21",3,10,12,7,20,10,21,3
"22",21,18,11,8,6,21,4,16
