"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",5,9,6,16,10,6,19,12,8,21,20,7,2,8,19,8,4,19
"2",16,21,3,18,13,19,20,21,13,10,6,1,17,12,11,20,8,17
"3",6,4,5,17,8,8,9,6,17,4,5,19,21,13,4,5,7,13
"4",13,2,13,4,21,5,17,19,22,1,9,9,9,19,21,13,11,14
"5",21,16,16,20,17,10,5,11,18,20,17,20,20,18,16,12,14,18
"6",3,10,14,2,5,12,22,15,1,8,21,17,22,15,12,21,15,12
"7",14,15,8,8,3,18,7,14,20,7,19,4,3,16,5,7,19,15
"8",4,7,9,15,19,17,3,16,16,16,3,15,4,7,14,19,21,10
"9",2,20,22,7,11,11,2,9,15,3,14,12,8,1,10,16,2,21
"10",7,17,10,5,20,7,4,17,4,18,10,5,18,14,6,9,5,3
"11",18,13,11,21,22,16,18,7,6,2,18,14,6,10,2,14,9,2
"12",17,19,17,3,12,4,21,5,14,17,4,16,1,11,8,3,16,11
"13",9,5,20,19,7,3,16,13,19,14,15,3,16,5,7,15,17,4
"14",8,12,19,11,18,21,15,4,7,6,8,6,19,4,18,6,20,16
"15",11,11,1,10,16,1,10,1,9,15,13,11,12,22,1,22,22,22
"16",1,22,12,22,1,13,11,10,11,12,1,10,11,20,22,1,13,1
"17",22,1,2,1,14,14,1,8,12,11,22,8,15,6,13,2,12,7
"18",10,6,21,12,15,22,13,22,10,13,16,22,7,21,9,4,1,8
"19",15,18,4,13,9,2,8,20,2,5,12,21,10,2,17,10,18,6
"20",12,14,7,6,4,20,14,2,21,19,11,18,14,9,20,17,3,5
"21",20,8,18,14,6,9,6,3,3,9,7,2,5,17,15,18,6,9
"22",19,3,15,9,2,15,12,18,5,22,2,13,13,3,3,11,10,20
