"","V1","V2"
"1",19,14
"2",20,3
"3",11,5
"4",13,12
"5",3,21
"6",5,16
"7",6,2
"8",4,9
"9",14,1
"10",21,20
"11",18,6
"12",16,8
"13",2,4
"14",12,15
"15",22,10
"16",15,22
"17",8,7
"18",1,13
"19",10,19
"20",17,17
"21",7,18
"22",9,11
