"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",13,16,17,21,3,19,19,13,18,10
"2",17,18,10,10,17,18,2,6,19,7
"3",9,2,2,12,19,20,16,17,15,17
"4",12,6,8,3,11,17,3,11,1,22
"5",7,21,1,18,5,12,9,9,5,5
"6",19,11,19,15,14,22,11,16,3,2
"7",8,10,22,2,10,11,15,2,21,6
"8",14,22,16,1,22,9,8,15,13,15
"9",3,1,15,13,7,6,1,14,8,8
"10",16,4,11,5,6,14,21,22,11,4
"11",18,5,20,8,4,4,10,8,16,19
"12",1,19,7,7,12,7,12,18,17,1
"13",20,14,3,4,18,3,18,12,7,9
"14",11,7,13,19,20,2,6,5,14,3
"15",2,8,18,9,21,15,20,7,4,11
"16",22,20,14,14,9,16,17,4,9,20
"17",21,9,4,17,8,10,5,19,22,12
"18",4,13,5,6,2,21,7,3,12,13
"19",5,12,9,16,15,5,22,10,20,21
"20",6,15,21,20,16,13,4,21,10,18
"21",10,17,12,11,1,1,14,20,2,16
"22",15,3,6,22,13,8,13,1,6,14
