"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"1",12,1,9,12,9,12,10,22,11,22,1,22,1,21,22,13,9,22,22,12,10
"2",5,17,15,3,7,15,4,1,8,12,7,20,19,15,18,7,20,14,12,2,16
"3",17,19,2,17,15,18,9,6,5,14,15,11,7,2,19,19,14,20,8,15,20
"4",21,21,5,10,22,17,16,20,15,18,8,9,21,10,5,9,6,15,16,3,12
"5",9,6,7,11,2,4,19,2,14,19,19,6,8,7,11,2,17,18,4,4,11
"6",18,5,17,9,19,21,17,7,16,3,10,19,5,14,14,18,16,10,3,6,5
"7",4,10,3,18,8,20,18,13,6,17,6,13,14,19,4,10,19,5,6,17,3
"8",8,7,10,16,4,19,7,4,18,5,13,16,20,5,8,15,2,17,19,18,8
"9",19,8,20,21,5,14,8,17,4,6,9,3,10,18,10,8,3,16,5,7,18
"10",13,15,19,5,10,3,12,14,2,21,16,21,16,4,7,21,5,13,7,9,2
"11",22,9,16,22,11,9,11,9,12,13,22,1,22,11,20,12,22,2,20,10,1
"12",6,11,8,2,14,22,13,15,1,7,12,5,6,3,17,1,7,3,17,8,7
"13",11,13,1,14,12,1,22,11,22,9,14,17,12,22,15,14,1,1,11,1,22
"14",3,4,14,20,21,5,3,8,9,16,11,12,3,8,2,17,8,6,15,5,17
"15",16,12,22,1,6,11,21,12,19,11,5,10,4,1,1,11,18,12,21,16,21
"16",2,22,13,13,3,8,15,18,13,2,4,8,17,6,21,20,11,7,2,13,15
"17",10,18,21,15,17,10,6,5,20,20,3,7,9,13,16,3,4,9,9,19,4
"18",15,3,6,6,16,2,14,3,3,8,2,2,18,17,9,16,13,11,14,22,14
"19",14,2,12,4,13,16,2,21,17,15,20,15,15,9,13,5,12,4,1,21,19
"20",20,20,4,8,1,7,1,10,10,1,18,14,2,16,6,6,10,8,13,14,6
"21",1,14,11,7,18,13,5,16,21,10,21,4,11,20,3,22,21,21,10,11,9
"22",7,16,18,19,20,6,20,19,7,4,17,18,13,12,12,4,15,19,18,20,13
