"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19"
"1",19,7,13,7,18,20,17,17,18,3,19,14,12,6,6,5,19,4,13
"2",17,3,21,12,14,17,3,5,2,5,12,19,5,14,7,19,8,9,5
"3",4,8,2,6,8,19,11,4,7,16,6,4,9,5,5,18,20,17,11
"4",18,2,15,4,4,4,18,6,15,13,11,8,18,7,18,20,4,11,18
"5",22,6,12,18,2,14,9,15,12,14,1,12,6,22,1,1,10,16,19
"6",16,17,6,9,20,6,4,14,3,18,17,13,19,3,3,13,7,15,17
"7",20,20,1,10,13,1,14,20,14,7,4,22,8,9,15,16,12,20,7
"8",1,21,16,13,15,2,13,7,16,11,18,5,7,21,2,17,11,2,14
"9",14,14,10,14,1,13,1,12,22,2,16,1,2,2,22,14,14,14,10
"10",10,1,8,17,17,5,20,10,6,1,10,2,21,17,8,7,13,19,9
"11",3,16,4,8,5,16,16,9,5,4,15,20,11,19,20,4,3,12,15
"12",13,13,11,15,16,10,21,3,9,22,2,15,1,1,14,8,1,1,12
"13",5,15,19,16,6,18,19,19,21,20,9,18,20,11,4,15,9,13,8
"14",2,9,18,11,7,3,5,16,4,9,5,11,17,4,16,2,15,3,6
"15",9,12,22,1,11,12,22,22,1,12,22,10,3,13,13,12,16,22,22
"16",12,22,14,22,10,22,10,1,13,10,20,9,16,8,11,3,5,21,1
"17",21,18,20,5,21,15,12,11,10,21,8,3,14,20,21,10,17,10,4
"18",11,19,9,2,9,11,2,2,19,8,3,17,22,16,9,11,18,7,20
"19",6,4,17,20,19,8,6,8,17,17,14,21,10,10,19,9,21,18,16
"20",7,11,7,19,22,21,7,21,11,6,7,6,13,12,17,21,6,6,21
"21",15,10,5,21,3,9,15,13,8,15,21,16,15,18,12,22,22,5,3
"22",8,5,3,3,12,7,8,18,20,19,13,7,4,15,10,6,2,8,2
