"","V1","V2","V3","V4","V5","V6","V7"
"1",2,2,1,4,1,2,4
"2",3,1,4,1,2,3,2
"3",4,4,2,4,4,3,3
"4",4,2,2,1,1,2,1
"5",4,1,2,4,3,4,3
"6",3,3,1,2,4,4,2
"7",3,1,1,3,2,1,3
"8",4,1,1,4,2,4,2
"9",1,1,2,1,3,4,3
"10",1,3,2,2,2,4,1
"11",4,3,4,4,2,2,1
"12",2,4,1,4,4,3,2
"13",2,1,4,2,4,2,1
"14",2,4,1,3,4,3,2
"15",1,3,1,1,2,1,2
"16",3,1,3,3,1,2,2
"17",1,2,3,4,3,1,3
"18",4,1,2,4,4,2,3
"19",1,1,3,4,2,4,2
"20",2,1,2,3,1,2,1
"21",2,2,4,3,3,2,1
"22",4,3,3,4,3,1,4
"23",4,2,2,1,2,3,1
"24",4,3,2,3,4,3,4
