"","V1","V2","V3","V4","V5","V6","V7"
"1",3,2,3,3,2,3,2
"2",2,1,2,2,1,2,1
"3",2,3,1,2,3,1,3
"4",2,1,1,1,2,2,3
"5",2,2,3,1,3,3,3
"6",1,2,1,1,3,3,3
"7",1,1,1,3,3,1,1
"8",1,1,1,3,3,3,2
"9",1,1,1,1,3,2,2
"10",2,3,1,1,1,1,3
"11",1,2,2,2,3,1,1
"12",2,2,1,2,1,1,2
"13",1,1,1,1,1,2,3
"14",3,3,1,2,1,2,1
"15",2,3,2,3,1,3,2
"16",3,1,2,2,1,1,1
"17",2,3,3,3,2,3,1
"18",3,1,2,1,2,1,1
"19",3,3,3,2,3,2,1
"20",3,1,1,1,3,2,2
"21",1,2,1,3,1,3,2
"22",2,2,2,1,2,1,1
"23",3,3,2,3,3,2,1
"24",1,2,2,1,2,3,2
"25",3,3,3,3,1,3,2
"26",2,1,1,2,3,1,3
"27",3,3,1,1,3,1,3
"28",3,2,3,2,3,1,2
"29",1,1,1,2,3,1,1
"30",3,3,3,2,3,2,1
"31",1,3,2,2,2,2,3
"32",3,3,2,3,3,3,1
"33",1,1,1,3,3,3,2
"34",1,1,1,1,1,3,1
"35",2,3,3,3,3,3,1
"36",3,2,1,3,3,1,3
"37",2,1,2,2,2,2,3
"38",1,2,1,2,3,2,1
"39",1,1,3,2,2,1,1
