"","V1","V2","V3","V4","V5","V6","V7"
"1",2,3,3,1,1,1,4
"2",4,1,2,1,3,1,2
"3",1,4,2,4,1,3,2
"4",4,3,1,1,3,3,1
"5",4,2,1,3,2,1,2
"6",2,4,1,1,4,1,3
"7",2,1,1,1,4,2,2
"8",4,4,2,3,4,2,1
"9",1,4,4,1,1,4,1
"10",4,3,1,1,3,2,4
"11",3,1,3,2,4,3,2
"12",1,4,3,1,2,4,1
"13",4,2,4,2,3,2,3
"14",2,2,4,4,2,2,4
"15",2,3,2,2,4,4,2
"16",2,1,1,3,4,4,4
"17",1,1,2,3,1,3,3
"18",3,2,1,1,1,1,2
"19",3,2,3,1,3,3,2
"20",1,2,2,4,2,2,4
"21",3,2,2,4,2,4,4
"22",2,4,3,3,3,1,2
"23",1,4,2,2,4,1,1
"24",1,1,4,4,2,4,2
"25",1,4,1,3,4,1,3
"26",4,2,1,1,2,3,3
"27",2,4,2,2,1,1,2
"28",1,1,4,1,4,3,2
"29",1,3,4,1,1,3,4
"30",4,1,4,3,1,2,1
"31",1,3,1,2,3,3,2
"32",4,1,3,4,3,3,4
"33",1,4,1,4,1,4,4
"34",2,1,1,1,4,4,2
"35",4,4,4,3,1,4,2
"36",3,3,4,2,2,2,1
