"","V1","V2","V3","V4","V5","V6","V7"
"1",3,2,2,1,1,3,3
"2",1,3,2,1,1,2,3
"3",1,3,1,3,1,2,1
"4",1,2,1,2,2,1,3
"5",1,1,1,1,2,3,3
"6",2,2,2,3,2,3,1
"7",3,1,2,3,3,1,1
"8",1,3,3,2,3,2,3
"9",2,3,2,1,3,2,1
"10",3,1,1,2,2,2,1
"11",3,1,2,1,3,3,2
"12",2,1,3,3,2,2,1
"13",1,1,2,1,3,2,1
"14",3,1,3,2,3,2,1
"15",2,3,1,2,2,3,1
"16",2,2,2,2,2,3,1
"17",2,1,2,1,1,1,3
"18",1,1,3,1,3,1,3
"19",1,3,1,1,2,3,2
"20",2,3,3,2,2,1,1
"21",2,1,2,2,1,2,1
"22",3,1,3,2,1,3,2
"23",3,3,2,1,3,1,2
"24",2,2,2,1,3,2,1
