"","V1","V2","V3","V4","V5","V6","V7"
"1",1,3,2,3,1,3,2
"2",1,2,1,2,3,2,3
"3",1,3,3,1,2,2,3
"4",3,3,2,2,3,2,3
"5",3,2,1,2,2,1,2
"6",1,3,2,3,3,3,2
"7",2,1,1,3,1,1,2
"8",2,2,1,2,2,2,2
"9",3,3,1,2,1,1,2
"10",3,3,3,1,1,3,1
"11",1,3,3,2,2,3,3
"12",3,3,3,1,2,1,1
"13",1,1,2,3,3,2,3
"14",3,2,3,1,2,1,3
"15",1,3,2,2,1,1,3
"16",1,1,3,1,2,2,3
"17",2,2,3,3,1,2,1
"18",3,3,1,2,2,1,1
"19",3,2,2,1,2,2,3
"20",2,2,1,2,2,1,2
"21",1,2,2,2,3,1,1
"22",1,3,3,3,1,2,2
"23",1,2,3,2,2,1,2
"24",1,3,2,1,2,1,2
"25",3,1,3,3,1,1,2
"26",1,3,2,3,1,2,3
"27",1,2,3,3,3,3,2
"28",1,3,2,2,2,3,1
"29",3,3,1,3,1,3,2
"30",2,3,1,1,1,1,1
"31",3,2,2,1,3,3,3
"32",1,3,2,2,3,1,1
"33",2,1,1,1,2,3,2
"34",3,1,3,1,2,1,2
"35",1,2,1,2,3,1,2
"36",3,3,2,3,3,3,1
