"","V1","V2","V3","V4","V5"
"1",2,3,1,3,3
"2",1,2,2,3,2
"3",1,2,3,3,2
"4",1,2,1,3,1
"5",3,2,2,2,3
"6",2,1,3,3,2
"7",1,1,2,3,2
"8",1,2,1,2,2
"9",3,2,2,2,3
"10",3,3,2,2,1
"11",1,2,2,2,1
"12",1,3,2,3,2
"13",3,3,2,3,1
"14",2,2,1,2,1
"15",3,1,2,3,2
"16",1,3,1,3,1
"17",2,3,1,2,1
"18",1,3,3,2,1
"19",1,3,3,3,3
"20",2,3,2,1,2
"21",2,2,2,3,3
"22",1,3,3,2,3
"23",3,2,1,3,2
"24",2,2,2,3,1
"25",1,1,2,3,1
"26",3,3,2,3,3
"27",2,3,2,2,3
"28",1,1,3,1,1
"29",3,1,1,2,2
"30",1,2,3,2,3
