"","V1","V2","V3","V4","V5","V6","V7"
"1",1,2,2,4,4,3,2
"2",2,2,4,1,2,1,1
"3",2,4,1,1,3,4,3
"4",2,3,1,1,3,4,2
"5",2,4,4,2,1,3,1
"6",3,1,1,2,3,1,4
"7",1,1,3,2,2,3,3
"8",1,2,3,2,4,1,2
"9",4,4,4,4,1,3,4
"10",3,1,1,4,2,4,4
"11",3,2,3,2,1,2,4
"12",2,2,1,3,3,1,3
"13",2,2,1,4,1,3,4
"14",1,1,4,1,2,3,4
"15",3,4,4,4,2,4,4
"16",2,3,4,3,1,2,4
"17",2,3,4,3,3,3,1
"18",4,4,4,4,4,1,4
"19",3,4,2,3,4,1,2
"20",3,2,3,4,3,2,1
"21",2,3,3,2,3,4,2
"22",4,4,4,1,3,3,3
"23",3,2,3,2,3,3,2
"24",1,1,2,3,3,1,2
"25",4,3,4,2,1,2,2
"26",3,4,4,2,1,4,4
"27",2,3,4,1,1,2,2
"28",3,1,2,4,4,2,3
