"","V1","V2","V3","V4","V5"
"1",3,2,2,3,2
"2",1,3,3,3,2
"3",1,3,2,1,3
"4",2,1,3,1,3
"5",2,2,3,1,2
"6",2,1,1,1,3
"7",2,1,3,1,3
"8",3,2,2,2,2
"9",3,2,3,3,2
"10",1,3,1,1,1
"11",1,3,3,2,1
"12",2,1,2,2,3
"13",2,3,1,1,1
"14",1,1,2,1,1
"15",1,2,1,3,3
"16",1,1,3,1,1
"17",2,1,2,3,1
"18",3,2,3,3,1
"19",1,1,1,1,3
"20",3,1,1,3,1
"21",1,2,1,3,3
"22",3,2,3,1,2
"23",1,2,2,2,1
"24",2,3,3,3,2
"25",3,3,3,3,2
"26",2,1,1,1,3
"27",1,3,3,3,2
"28",2,3,1,1,2
"29",2,1,2,1,2
"30",1,3,3,3,2
"31",1,3,1,1,2
"32",3,2,2,2,2
"33",1,1,1,2,2
"34",1,2,1,2,2
"35",1,3,3,3,2
"36",1,3,1,2,1
"37",2,1,1,3,2
"38",2,2,3,1,1
"39",2,2,1,2,1
