"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",2,3,3,1,1,2,1,2,3,3,3,2,3,1,3,1
"2",2,1,2,1,2,3,2,2,1,1,2,2,2,1,1,2
"3",2,1,1,3,2,2,1,1,1,3,2,3,1,1,2,1
"4",1,2,2,2,1,2,1,2,1,1,1,1,2,1,1,3
"5",2,3,3,3,1,3,3,3,1,2,2,3,3,2,2,3
"6",3,3,3,3,2,1,1,2,2,3,2,3,2,1,3,2
"7",2,2,3,1,1,3,1,3,3,3,3,3,2,3,1,1
"8",1,1,3,1,3,3,3,3,3,2,2,2,3,3,1,1
"9",3,2,2,3,1,2,2,2,1,1,1,2,3,1,2,3
"10",1,1,3,2,2,1,2,2,2,2,1,2,1,1,2,3
"11",1,2,2,1,3,1,1,2,1,2,1,1,1,2,3,1
"12",3,1,3,3,3,2,3,3,2,2,3,3,1,3,3,3
"13",3,3,3,3,3,3,2,1,1,1,3,2,2,3,1,2
"14",3,1,2,1,2,1,2,3,1,2,1,2,1,1,2,3
"15",2,2,1,3,3,2,3,3,1,3,1,2,3,3,2,3
"16",1,3,2,3,3,3,1,1,1,3,3,1,1,3,2,1
"17",1,2,3,3,1,1,2,3,3,1,1,1,2,2,1,2
"18",2,3,2,3,1,1,3,2,2,1,1,1,2,1,2,3
"19",2,3,1,1,2,3,3,1,1,2,2,2,2,3,1,1
"20",1,2,3,1,1,3,3,2,3,2,1,1,1,1,2,2
"21",1,2,3,3,1,3,1,2,1,3,3,3,2,2,3,3
"22",1,3,2,3,3,2,3,1,1,1,3,3,2,1,2,1
"23",1,3,2,2,2,3,2,2,1,1,2,1,3,1,2,1
"24",3,2,3,2,2,3,3,2,2,2,1,2,2,3,3,1
"25",2,1,1,2,1,1,1,3,3,3,2,3,2,2,3,1
"26",2,1,2,2,2,2,2,2,2,2,1,3,3,1,2,1
"27",1,3,2,2,3,1,2,2,3,2,3,3,3,3,2,2
"28",2,3,3,1,3,1,1,3,1,1,2,1,2,1,2,2
"29",1,2,1,1,2,2,1,2,3,1,1,3,2,2,3,1
"30",1,3,2,1,1,3,2,3,3,3,3,3,3,3,1,2
"31",2,3,3,1,3,2,3,3,2,3,3,2,3,3,1,1
"32",1,2,3,3,1,2,3,2,1,1,1,2,2,1,2,2
"33",2,3,3,2,1,3,2,1,1,2,2,3,3,1,1,3
