"","V1","V2","V3","V4","V5","V6","V7"
"1",2,3,2,3,3,2,2
"2",1,2,2,3,1,2,3
"3",2,3,2,3,2,3,2
"4",3,3,3,2,3,3,2
"5",2,2,3,1,1,3,3
"6",3,1,1,3,2,3,2
"7",1,2,2,3,1,3,1
"8",2,1,1,3,3,2,3
"9",1,1,1,1,3,3,3
"10",1,2,2,2,3,1,3
"11",1,3,3,3,2,1,1
"12",2,3,1,1,3,2,3
"13",2,2,3,1,1,3,1
"14",3,3,3,1,2,2,3
"15",1,1,1,2,1,2,1
"16",3,3,2,1,1,2,3
"17",2,1,1,1,1,3,3
"18",1,1,1,3,2,3,2
"19",3,1,2,1,2,3,3
"20",2,1,2,1,2,3,2
"21",2,1,1,2,2,1,1
"22",1,3,1,3,2,1,2
"23",3,2,3,2,1,3,2
"24",3,1,3,1,2,3,1
"25",1,2,3,2,3,2,1
"26",1,3,1,2,2,1,3
"27",3,1,2,1,1,2,2
"28",2,2,3,3,1,3,1
"29",2,2,1,3,3,2,1
"30",1,2,3,1,2,3,1
"31",3,3,2,2,3,1,3
"32",1,1,2,3,3,3,2
"33",3,1,2,3,1,3,1
"34",3,3,2,3,2,3,1
"35",1,1,2,2,3,2,2
"36",2,1,3,1,3,2,1
"37",3,1,1,2,1,1,2
"38",1,3,3,2,1,3,2
"39",3,1,3,1,1,1,2
"40",3,1,2,3,3,3,1
"41",1,2,2,2,1,1,3
"42",2,2,2,3,1,1,3
